school_year,nces_school_id,nces_lea_id,school_name,district_name,lea_name,state,county_name,county_fips,latitude,longitude,distance_downtown_kc_miles,operational_status,is_operating,school_type,is_charter,grade_span,grade_span_low,grade_span_high,lowest_grade,highest_grade,locale_code_year,locale_desc_year,locale_group_year,locale_code,locale_desc,locale_group,virtual_status_desc,is_virtual,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,has_pre_k,is_standalone_pk,classroom_teacher_fte,teacher_fte_valid,students_per_classroom_teacher_fte_allgrades,frl_eligible,frl_rate,frl_observed,analytical_stratum,years_observed_count,years_operating_count,first_observed_school_year,last_observed_school_year,balanced_panel_eligible,grade_span_changed_any,lea_changed_any,school_type_changed_any,locale_changed_any,locale_code_fixed_2024_2025,locale_group_fixed_2024_2025,school_level
2022-2023,291434000655,2914340,INGELS ELEMENTARY,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.913079,-94.506577,13.65,1,True,Regular School,False,KG-05,KG,05,KG,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,292.0,0.0,292.0,55.0,False,False,19.86,True,14.7,292.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2022-2023,291434000659,2914340,MILLENNIUM AT SANTE FE,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.961934,-94.506293,10.46,1,True,Regular School,False,KG-05,KG,05,KG,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,288.0,0.0,288.0,46.0,False,False,21.36,True,13.48,288.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2022-2023,291434000663,2914340,TRUMAN ELEMENTARY,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.949431,-94.493348,11.52,1,True,Regular School,False,KG-05,KG,05,KG,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,325.0,0.0,325.0,52.0,False,False,22.15,True,14.67,325.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2022-2023,291434000664,2914340,WARFORD ELEMENTARY,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.919724,-94.547255,12.75,1,True,Regular School,False,KG-05,KG,05,KG,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,394.0,0.0,394.0,67.0,False,False,25.88,True,15.22,394.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2022-2023,291434002287,2914340,CRITTENTON TREATMENT CENTER,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.924255,-94.481248,13.38,1,True,Regular School,False,KG-12,KG,12,KG,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,0.0,0.0,0.0,0.0,False,False,,False,,,,False,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,41,Rural,Other
2022-2023,291434002979,2914340,FREDA MARKLEY EARLY CHILDHOOD,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.950382,-94.476549,11.85,1,True,Regular School,False,PK-PK,PK,PK,PK,PK,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,180.0,180.0,0.0,,True,True,16.4,True,10.98,180.0,1.0,True,Standalone Early Childhood,11,11,2014-2015,2024-2025,True,False,False,False,True,41,Rural,Prekindergarten
2022-2023,291434003156,2914340,RUSKIN HIGH SCHOOL,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.92309,-94.50676,12.98,1,True,Regular School,False,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,1273.0,0.0,1273.0,0.0,False,False,93.08,True,13.68,1273.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2022-2023,291434003246,2914340,ERVIN ELEMENTARY SCHOOL,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.932525,-94.488966,12.69,1,True,Regular School,False,PK-05,PK,05,PK,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,629.0,188.0,441.0,84.0,True,False,43.49,True,14.46,629.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2022-2023,291548000707,2915480,THOMAS HART BENTON ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.087459,-94.406187,9.27,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,397.0,23.0,374.0,61.0,True,False,26.75,True,14.84,326.0,0.8212,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000708,2915480,BLACKBURN ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.074064,-94.372889,11.17,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,372.0,38.0,334.0,58.0,True,False,28.75,True,12.94,163.0,0.4382,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000709,2915480,BRIDGER MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.080589,-94.364142,11.56,1,True,Regular School,False,06-06,06,06,06,06,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,770.0,0.0,770.0,0.0,False,False,46.37,True,16.61,500.0,0.6494,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2022-2023,291548000710,2915480,BRYANT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.097826,-94.426104,8.15,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,235.0,0.0,235.0,41.0,False,False,14.5,True,16.21,162.0,0.6894,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000711,2915480,GLENDALE ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.071949,-94.388675,10.37,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,458.0,15.0,443.0,80.0,True,False,28.44,True,16.1,317.0,0.6921,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000713,2915480,JOHN W. LUFF ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.053488,-94.425825,8.84,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,354.0,19.0,335.0,63.0,True,False,23.25,True,15.23,228.0,0.6441,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000714,2915480,MILL CREEK ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.124831,-94.415472,8.84,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,290.0,30.0,260.0,36.0,True,False,16.25,True,17.85,204.0,0.7034,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000716,2915480,OTT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.108088,-94.411691,8.92,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,398.0,16.0,382.0,54.0,True,False,25.0,True,15.92,307.0,0.7714,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000718,2915480,PROCTER ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.084166,-94.433572,7.84,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,208.0,0.0,208.0,34.0,False,False,14.75,True,14.1,170.0,0.8173,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000719,2915480,RANDALL ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.112997,-94.374011,10.95,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,260.0,0.0,260.0,43.0,False,False,21.0,True,12.38,229.0,0.8808,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000720,2915480,SPRING BRANCH ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.091907,-94.337694,12.9,1,True,Regular School,False,PK-05,PK,05,PK,05,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,250.0,15.0,235.0,30.0,True,False,22.5,True,11.11,163.0,0.652,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,41,Rural,Primary
2022-2023,291548000721,2915480,SYCAMORE HILLS ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.050268,-94.397398,10.34,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,543.0,25.0,518.0,84.0,True,False,31.0,True,17.52,301.0,0.5543,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000722,2915480,TRUMAN HIGH,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.059428,-94.413464,9.31,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,1662.0,0.0,1662.0,0.0,False,False,90.56,True,18.35,861.0,0.5181,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2022-2023,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.104078,-94.412095,8.89,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,1406.0,0.0,1406.0,0.0,False,False,83.8,True,16.78,924.0,0.6572,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2022-2023,291548000725,2915480,WILLIAM SOUTHERN ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.041631,-94.402563,10.31,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,430.0,43.0,387.0,60.0,True,False,22.85,True,18.82,313.0,0.7279,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548000952,2915480,DAY TREATMENT,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.104902,-94.422235,8.35,1,True,Regular School,False,KG-12,KG,12,KG,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,0.0,0.0,0.0,0.0,False,False,,False,,,,False,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Other
2022-2023,291548001485,2915480,HANTHORN EARLY EDUCATION,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.072763,-94.397336,9.9,1,True,Regular School,False,PK-PK,PK,PK,PK,PK,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,220.0,220.0,0.0,,True,True,12.0,True,18.33,200.0,0.9091,True,Standalone Early Childhood,11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Prekindergarten
2022-2023,291548001707,2915480,INDEPENDENCE ACADEMY,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.104902,-94.422235,8.35,1,True,Alternative,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,0.0,0.0,0.0,0.0,False,False,41.25,True,0.0,,,False,Alternative,11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2022-2023,291548002339,2915480,BINGHAM MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.084154,-94.363656,11.56,1,True,Regular School,False,07-08,07,08,07,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,774.0,0.0,774.0,0.0,False,False,48.23,True,16.05,537.0,0.6938,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2022-2023,291548002374,2915480,SANTA FE TRAIL ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.077281,-94.426724,8.3,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,386.0,85.0,301.0,58.0,True,False,23.0,True,16.78,295.0,0.7642,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548002807,2915480,PIONEER RIDGE MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.087388,-94.363491,11.55,1,True,Regular School,False,07-08,07,08,07,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,806.0,0.0,806.0,0.0,False,False,47.63,True,16.92,492.0,0.6104,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2022-2023,291548003090,2915480,CLIFFORD H. NOWLIN MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.071132,-94.456544,6.86,1,True,Regular School,False,06-08,06,08,06,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,875.0,0.0,875.0,0.0,False,False,54.85,True,15.95,698.0,0.7977,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2022-2023,291548003091,2915480,THREE TRAILS ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.063295,-94.441174,7.82,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,317.0,0.0,317.0,52.0,False,False,21.34,True,14.85,237.0,0.7476,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548003096,2915480,VAN HORN HIGH,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.096059,-94.463093,6.17,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,1047.0,0.0,1047.0,0.0,False,False,60.5,True,17.31,754.0,0.7202,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2022-2023,291548003098,2915480,SUGAR CREEK ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.114285,-94.440743,7.4,1,True,Regular School,False,PK-01,PK,01,PK,01,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,140.0,13.0,127.0,61.0,True,False,8.6,True,16.28,116.0,0.8286,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548003099,2915480,FAIRMOUNT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.11076,-94.458117,6.45,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,312.0,0.0,312.0,55.0,False,False,19.0,True,16.42,255.0,0.8173,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548003107,2915480,KORTE ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.076826,-94.455031,6.83,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,447.0,32.0,415.0,76.0,True,False,25.0,True,17.88,378.0,0.8456,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548003157,2915480,SUNSHINE CENTER,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.107648,-94.362723,11.54,1,True,Regular School,False,PK-PK,PK,PK,PK,PK,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,107.0,107.0,0.0,,True,True,,False,,55.0,0.514,True,Standalone Early Childhood,11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Prekindergarten
2022-2023,291548003210,2915480,ABRAHAM MALLINSON ELEMENTARY,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.11425,-94.434189,7.75,1,True,Regular School,False,02-05,02,05,02,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,272.0,0.0,272.0,0.0,False,False,15.9,True,17.11,218.0,0.8015,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2022-2023,291548003213,2915480,LITTLE BLUE ELEMENTARY,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.080327,-94.340732,12.81,1,True,Regular School,False,PK-05,PK,05,PK,05,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,295.0,14.0,281.0,41.0,True,False,22.0,True,13.41,157.0,0.5322,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,41,Rural,Primary
2022-2023,291640000557,2916400,BORDER STAR MONTESSORI,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.013304,-94.592692,6.23,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,288.0,100.0,188.0,37.0,True,False,22.8,True,12.63,285.0,0.9896,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000808,2916400,FAXON ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.068295,-94.56816,2.43,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,301.0,0.0,301.0,35.0,False,False,27.5,True,10.95,298.0,0.99,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000818,2916400,CARVER DUAL LANGUAGE SCHOOL,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.042024,-94.532128,4.86,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,473.0,57.0,416.0,77.0,True,False,34.7,True,13.63,470.0,0.9937,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000824,2916400,GARFIELD ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.109051,-94.552197,1.45,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,649.0,227.0,422.0,54.0,True,False,38.2,True,16.99,646.0,0.9954,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.053673,-94.52821,4.31,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,296.0,0.0,296.0,41.0,False,False,24.13,True,12.27,293.0,0.9899,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000837,2916400,JAMES ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.114386,-94.513215,3.56,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,207.0,19.0,188.0,30.0,True,False,22.6,True,9.16,204.0,0.9855,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000838,2916400,JOHN T. HARTMAN ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,38.980429,-94.584728,8.46,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,317.0,38.0,279.0,45.0,True,False,25.0,True,12.68,314.0,0.9905,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000840,2916400,CENTRAL HIGH SCHOOL,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.066871,-94.542031,3.14,1,True,Regular School,False,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,535.0,0.0,535.0,0.0,False,False,36.95,True,14.48,532.0,0.9944,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,True,False,11,City,High
2022-2023,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.086879,-94.560568,1.43,1,True,Regular School,False,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,897.0,0.0,897.0,0.0,False,False,56.45,True,15.89,894.0,0.9967,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2022-2023,291640000860,2916400,NORTHEAST HIGH,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.108388,-94.525367,2.84,1,True,Regular School,False,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,657.0,0.0,657.0,0.0,False,False,37.9,True,17.34,654.0,0.9954,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2022-2023,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.039633,-94.565801,4.41,1,True,Regular School,False,07-12,07,12,07,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,649.0,0.0,649.0,0.0,False,False,56.83,True,11.42,646.0,0.9954,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2022-2023,291640000863,2916400,PHILLIS WHEATLEY ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.082384,-94.547142,2.17,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,391.0,0.0,391.0,61.0,False,False,31.68,True,12.34,388.0,0.9923,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000864,2916400,PITCHER ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.052376,-94.463828,7.04,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,283.0,19.0,264.0,42.0,True,False,26.46,True,10.7,280.0,0.9894,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000865,2916400,CONTRACT,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.068088,-94.540031,3.14,1,True,Regular School,False,PK-12,PK,12,PK,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,25.0,16.0,9.0,0.0,True,False,,False,,22.0,0.88,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Other
2022-2023,291640000880,2916400,EAST HIGH SCHOOL,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.087988,-94.521262,3.2,1,True,Regular School,False,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,1112.0,0.0,1112.0,0.0,False,False,78.3,True,14.2,1109.0,0.9973,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2022-2023,291640000882,2916400,WENDELL PHILLIPS ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.082537,-94.552783,1.94,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,295.0,39.0,256.0,34.0,True,False,25.44,True,11.6,292.0,0.9898,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640000887,2916400,WHITTIER ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.100175,-94.541209,1.98,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,351.0,0.0,351.0,42.0,False,False,27.2,True,12.9,348.0,0.9915,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640001718,2916400,AC PREP ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.009782,-94.543276,6.68,1,True,Regular School,False,PK-08,PK,08,PK,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,341.0,14.0,327.0,47.0,True,False,35.32,True,9.65,338.0,0.9912,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2022-2023,291640002375,2916400,ROGERS ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.083947,-94.507494,3.99,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,543.0,40.0,503.0,58.0,True,False,39.66,True,13.69,540.0,0.9945,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640002376,2916400,FOREIGN LANGUAGE ACADEMY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.064486,-94.58366,2.66,1,True,Regular School,False,PK-08,PK,08,PK,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,613.0,0.0,613.0,87.0,False,False,48.1,True,12.74,610.0,0.9951,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2022-2023,291640002529,2916400,GLADSTONE ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.115861,-94.527257,2.86,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,372.0,19.0,353.0,36.0,True,False,31.03,True,11.99,369.0,0.9919,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
