school_year,nces_lea_id,district_name,lea_name,state,county_primary,operating_schools_count,regular_schools_count,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_reported_fte,teachers_k12_fte,teachers_k12_fte_components,teachers_sum_diff_reported,paraprofessionals_fte,instructional_coordinators_fte,counselors_fte,psychologists_fte,student_support_staff_fte,librarians_fte,school_administrators_fte,school_admin_support_fte,lea_administrators_fte,lea_admin_support_fte,other_support_staff_fte,total_staff_fte,teacher_k12_valid,students_per_teacher_fte_k12,students_per_teacher_para_fte_k12,teachers_k12_per_1000,paraprofessionals_per_1000,counselors_per_1000,school_administrators_per_1000,lea_total_operating_schools_national,lea_operating_schools_in_region,lea_operating_schools_outside_region,lea_geographic_coverage_share,lea_fully_within_region
2024-2025,2900013,KC INTERNATIONAL ACADEMY,KC INTERNATIONAL ACADEMY,MO,Jackson County,1,1,662,28,634,61,0.0,7.58,73.12,0.0,0.0,80.7,80.7,80.7,0.0,4.0,4.0,3.0,0.0,14.75,0.0,3.0,0.0,1.0,0.0,0.0,110.45,True,7.86,7.49,127.29,6.31,4.73,4.73,1,1,0,1.0,True
2024-2025,2900014,HOGAN PREPARATORY ACADEMY,HOGAN PREPARATORY ACADEMY,MO,Jackson County,3,3,843,33,810,39,0.0,3.0,33.0,55.5,0.0,91.5,91.5,91.5,0.0,0.0,0.0,3.0,0.0,4.0,0.0,5.5,1.0,0.0,7.0,0.0,112.0,True,8.85,8.85,112.96,0.0,3.7,6.79,3,3,0,1.0,True
2024-2025,2900015,GORDON PARKS ELEM.,GORDON PARKS ELEM.,MO,Jackson County,1,1,131,14,117,30,0.0,2.74,10.26,0.0,0.0,13.0,13.0,13.0,0.0,7.0,2.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,25.75,True,9.0,5.85,111.11,59.83,6.41,8.55,1,1,0,1.0,True
2024-2025,2900016,GENESIS SCHOOL INC.,GENESIS SCHOOL INC.,MO,Jackson County,1,1,180,8,172,13,1.0,1.11,0.0,16.89,0.0,19.0,18.0,18.0,0.0,8.0,1.5,0.0,0.0,7.0,0.0,2.0,0.0,0.0,4.0,1.0,42.5,True,9.56,6.62,104.65,46.51,0.0,11.63,1,1,0,1.0,True
2024-2025,2900017,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson County,4,4,1425,12,1413,180,0.0,11.79,59.61,46.4,0.0,117.8,117.8,117.8,0.0,2.75,0.0,1.0,0.0,9.0,2.0,6.0,0.0,1.0,20.0,16.25,175.8,True,11.99,11.72,83.37,1.95,0.71,4.25,4,4,0,1.0,True
2024-2025,2900019,SCUOLA VITA NUOVA,SCUOLA VITA NUOVA,MO,Jackson County,1,1,363,0,363,40,0.0,2.32,21.68,0.0,0.0,24.0,24.0,24.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,40.6,True,15.12,9.65,66.12,37.47,0.0,5.51,1,1,0,1.0,True
2024-2025,2900022,MO SCHLS FOR THE SEV DISABLED,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,5,0,652,0,652,2,0.0,0.0,128.0,0.0,0.0,128.0,128.0,128.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,True,5.09,5.05,196.32,1.53,0.0,0.0,35,5,30,0.1429,False
2024-2025,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,2,2,800,39,761,86,2.5,7.43,46.47,25.6,0.0,82.0,79.5,79.5,0.0,10.0,4.1,5.0,0.0,14.2,1.0,6.0,0.0,1.9,5.0,17.0,146.2,True,9.57,8.5,104.47,13.14,6.57,7.88,2,2,0,1.0,True
2024-2025,2900025,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,5,4,384,9,375,20,0.0,1.15,11.05,17.28,0.0,29.48,29.48,29.48,0.0,6.4,1.97,1.8,0.0,2.0,0.0,1.0,0.0,1.15,0.0,0.0,43.8,True,12.72,10.45,78.61,17.07,4.8,2.67,5,5,0,1.0,True
2024-2025,2900027,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,3,3,1111,30,1081,108,2.0,6.86,30.34,39.3,0.0,78.5,76.5,76.5,0.0,8.0,0.0,2.75,0.0,6.8,2.0,5.75,0.0,1.2,0.0,0.0,105.0,True,14.13,12.79,70.77,7.4,2.54,5.32,3,3,0,1.0,True
2024-2025,2900028,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,MO,Jackson County,1,1,401,19,382,37,0.0,2.72,30.18,0.0,0.0,32.9,32.9,32.9,0.0,9.0,1.0,0.0,0.0,4.0,0.0,1.9,0.0,1.0,7.0,6.0,62.8,True,11.61,9.12,86.13,23.56,0.0,4.97,1,1,0,1.0,True
2024-2025,2900029,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS SCHOOLS,MO,Jackson County,3,3,1614,77,1537,121,4.0,8.0,62.0,74.0,0.0,148.0,144.0,144.0,0.0,28.0,6.0,3.0,0.0,10.0,1.0,7.0,0.0,4.0,0.0,0.0,207.0,True,10.67,8.94,93.69,18.22,1.95,4.55,3,3,0,1.0,True
2024-2025,2900031,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,2,2,1047,70,977,57,4.9,5.12,0.0,89.58,0.0,99.6,94.7,94.7,0.0,13.0,5.9,9.1,0.0,16.5,1.2,14.4,0.0,2.0,2.0,11.0,174.7,True,10.32,9.07,96.93,13.31,9.31,14.74,2,2,0,1.0,True
2024-2025,2900590,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,5,5,1587,50,1537,103,3.0,6.85,47.38,108.27,0.0,165.5,162.5,162.5,0.0,22.0,3.8,1.0,0.0,1.0,1.7,13.0,0.0,2.0,0.0,0.0,210.0,True,9.46,8.33,105.73,14.31,0.65,8.46,5,5,0,1.0,True
2024-2025,2900593,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson County,2,2,220,0,220,0,0.0,0.0,0.0,13.0,0.0,13.0,13.0,13.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,3.0,36.0,True,16.92,15.71,59.09,4.55,9.09,13.64,2,2,0,1.0,True
2024-2025,2900597,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,2,2,961,0,961,0,0.0,0.0,0.0,97.0,0.0,97.0,97.0,97.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,115.0,True,9.91,9.91,100.94,0.0,0.0,4.16,2,2,0,1.0,True
2024-2025,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,1,1,108,0,108,20,0.0,1.14,12.21,0.0,0.0,13.35,13.35,13.35,0.0,0.65,2.0,0.0,0.0,2.5,0.0,1.0,0.0,0.0,2.0,1.0,22.5,True,8.09,7.71,123.61,6.02,0.0,9.26,1,1,0,1.0,True
2024-2025,2900603,CROSSROADS CHARTER SCHOOLS,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,3,3,1003,16,987,73,0.0,6.05,47.95,38.5,0.0,92.5,92.5,92.5,0.0,6.0,2.0,2.5,0.0,15.0,0.0,9.0,0.0,1.0,15.0,0.0,143.0,True,10.67,10.02,93.72,6.08,2.53,9.12,3,3,0,1.0,True
2024-2025,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,1,1,244,18,226,38,1.0,3.0,22.0,0.0,0.0,26.0,25.0,25.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,38.0,True,9.04,7.79,110.62,17.7,0.0,13.27,1,1,0,1.0,True
2024-2025,2900612,CITIZENS OF THE WORLD CHARTER,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,2,2,388,22,366,51,0.0,3.94,15.68,10.39,0.0,30.01,30.01,30.01,0.0,6.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,8.0,5.0,58.01,True,12.2,10.16,81.99,16.39,5.46,5.46,2,2,0,1.0,True
2024-2025,2900615,KANSAS CITY GIRLS PREP ACADEMY,KANSAS CITY GIRLS PREP ACADEMY,MO,Jackson County,1,1,111,0,111,0,0.0,0.0,0.0,24.99,0.0,24.99,24.99,24.99,0.0,1.0,3.0,1.0,0.0,4.16,0.0,3.0,0.0,1.0,0.0,0.0,38.15,True,4.44,4.27,225.14,9.01,9.01,27.03,1,1,0,1.0,True
2024-2025,2903200,ARCHIE R-V,ARCHIE R-V,MO,Cass County,2,2,569,53,516,39,2.38,2.2,15.12,25.42,0.0,45.12,42.74,42.74,0.0,13.47,1.68,1.0,0.0,1.49,0.88,3.0,0.0,1.0,4.5,6.5,78.64,True,12.07,9.18,82.83,26.1,1.94,5.81,2,2,0,1.0,True
2024-2025,2904620,BELTON 124,BELTON 124,MO,Cass County,8,7,4230,228,4002,274,15.63,16.47,133.68,140.25,0.0,306.03,290.4,290.4,0.0,84.41,9.45,12.0,0.0,23.39,7.0,17.0,0.0,5.0,42.0,63.0,569.28,True,13.78,10.68,72.56,21.09,3.0,4.25,8,8,0,1.0,True
2024-2025,2905310,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,21,20,14657,210,14447,946,21.5,61.45,391.78,526.81,0.0,1001.54,980.04,980.04,0.0,138.0,18.1,54.0,2.0,85.39,13.0,61.0,0.0,9.0,158.0,864.0,2404.03,True,14.74,12.92,67.84,9.55,3.74,4.22,21,21,0,1.0,True
2024-2025,2908250,CENTER 58,CENTER 58,MO,Jackson County,8,6,2339,120,2219,177,11.3,9.0,82.61,107.19,0.0,210.1,198.8,198.8,0.0,52.0,9.0,10.0,3.0,31.16,1.0,13.0,0.0,3.34,35.0,47.0,414.6,True,11.16,8.85,89.59,23.43,4.51,5.86,8,8,0,1.0,True
2024-2025,2910320,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,3,3,733,38,695,50,1.0,3.93,24.07,33.14,0.0,62.14,61.14,61.14,0.0,18.71,2.95,3.0,0.0,4.55,0.86,3.0,0.0,1.0,6.0,17.0,119.21,True,11.37,8.7,87.97,26.92,4.32,4.32,3,3,0,1.0,True
2024-2025,2911070,DREXEL R-IV,DREXEL R-IV,MO,Cass County,2,2,259,0,259,17,0.0,1.5,11.47,14.93,0.0,27.9,27.9,27.9,0.0,6.0,0.0,0.0,0.0,1.2,0.0,2.0,0.0,0.9,3.0,3.0,44.0,True,9.28,7.64,107.72,23.17,0.0,7.72,2,2,0,1.0,True
2024-2025,2911160,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,1,1,155,11,144,12,1.0,1.44,13.36,0.0,0.0,15.8,14.8,14.8,0.0,5.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,1.0,2.0,8.0,32.5,True,9.73,7.27,102.78,34.72,3.47,0.0,1,1,0,1.0,True
2024-2025,2911650,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,8,5,2661,151,2510,183,8.0,10.55,72.2,102.62,0.0,193.37,185.37,185.37,0.0,42.0,8.0,7.0,0.0,14.45,3.5,12.05,0.0,4.75,0.0,1.51,286.63,True,13.54,11.04,73.85,16.73,2.79,4.8,8,8,0,1.0,True
2024-2025,2912290,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,11,8,4718,133,4585,311,10.29,20.98,158.78,166.72,0.0,356.77,346.48,346.48,0.0,87.8,3.1,16.0,0.0,32.95,11.0,15.9,0.0,7.25,70.0,194.88,795.65,True,13.23,10.56,75.57,19.15,3.49,3.47,11,11,0,1.0,True
2024-2025,2913080,GRAIN VALLEY R-V,GRAIN VALLEY R-V,MO,Jackson County,8,7,4546,83,4463,298,10.0,17.67,156.54,172.12,0.0,356.33,346.33,346.33,0.0,79.5,10.6,12.0,2.0,26.57,6.88,19.33,0.0,3.0,36.0,165.75,717.96,True,12.89,10.48,77.6,17.81,2.69,4.33,8,8,0,1.0,True
2024-2025,2913140,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,9,7,3665,132,3533,237,8.0,16.46,120.54,114.54,0.0,259.54,251.54,251.54,-0.0,44.44,12.0,11.0,4.0,18.75,4.25,13.95,0.0,4.0,43.0,60.5,475.43,True,14.05,11.94,71.2,12.58,3.11,3.95,9,9,0,1.0,True
2024-2025,2913680,HARDIN-CENTRAL C-2,HARDIN-CENTRAL C-2,MO,Ray County,2,2,205,10,195,15,1.04,1.13,9.4,12.58,0.0,24.15,23.11,23.11,0.0,2.9,0.0,1.0,0.0,2.06,0.0,1.9,0.0,1.0,0.0,0.0,33.01,True,8.44,7.5,118.51,14.87,5.13,9.74,2,2,0,1.0,True
2024-2025,2913760,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,7,5,2187,96,2091,147,4.0,7.0,54.64,99.51,0.0,165.15,161.15,161.15,0.0,24.0,6.75,9.0,0.0,18.5,4.0,7.3,0.0,5.0,25.0,13.56,278.26,True,12.98,11.29,77.07,11.48,4.3,3.49,7,7,0,1.0,True
2024-2025,2914340,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,12,10,5067,366,4701,434,30.4,23.79,151.06,194.34,0.0,399.59,369.19,369.19,0.0,54.0,17.0,15.01,4.37,56.4,10.0,21.0,0.0,4.0,76.0,111.1,768.47,True,12.73,11.11,78.53,11.49,3.19,4.47,12,12,0,1.0,True
2024-2025,2915480,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,31,28,14272,709,13563,974,32.0,65.09,389.84,483.52,0.0,970.45,938.45,938.45,0.0,142.58,22.0,38.42,6.0,139.62,25.9,59.0,0.0,10.0,0.0,15.0,1428.97,True,14.45,12.55,69.19,10.51,2.83,4.35,31,31,0,1.0,True
2024-2025,2916400,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,33,32,15079,1104,13975,1142,42.01,80.73,545.43,455.11,0.0,1123.28,1081.27,1081.27,0.0,130.4,35.56,37.5,23.0,87.31,16.3,57.3,0.0,5.5,0.0,0.0,1516.15,True,12.92,11.53,77.37,9.33,2.68,4.1,33,33,0,1.0,True
2024-2025,2916450,KEARNEY R-I,KEARNEY R-I,MO,Clay County,9,8,3424,44,3380,234,7.27,12.0,96.81,135.35,0.0,251.43,244.16,244.16,0.0,74.81,5.35,11.0,0.0,26.15,7.0,13.0,0.0,3.0,28.0,55.14,474.88,True,13.84,10.6,72.24,22.13,3.25,3.85,9,9,0,1.0,True
2024-2025,2918220,LAWSON R-XIV,LAWSON R-XIV,MO,Ray County,3,3,1143,46,1097,79,2.75,4.85,25.15,49.75,0.0,82.5,79.75,79.75,0.0,13.5,0.9,2.75,0.0,3.35,0.0,6.0,0.0,1.0,0.0,0.0,110.0,True,13.76,11.76,72.7,12.31,2.51,5.47,3,3,0,1.0,True
2024-2025,2918300,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,29,26,17870,506,17364,1063,40.53,73.03,449.56,661.73,0.0,1224.85,1184.32,1184.32,0.0,187.43,9.75,49.0,4.0,125.76,22.0,69.0,0.0,8.0,161.0,667.0,2527.79,True,14.66,12.66,68.21,10.79,2.82,3.97,29,29,0,1.0,True
2024-2025,2918540,LIBERTY 53,LIBERTY 53,MO,Clay County,20,17,11826,45,11781,671,25.0,45.34,327.97,458.19,0.0,856.5,831.5,831.5,0.0,149.37,22.72,39.9,10.0,61.98,15.76,42.85,6.37,7.0,84.64,722.47,2019.56,True,14.17,12.01,70.58,12.68,3.39,3.64,20,20,0,1.0,True
2024-2025,2919230,LONE JACK C-6,LONE JACK C-6,MO,Jackson County,2,2,733,61,672,31,2.0,2.3,20.2,31.4,0.0,55.9,53.9,53.9,0.0,9.25,3.36,2.74,0.0,5.5,0.93,3.0,0.0,1.0,6.75,9.0,97.43,True,12.47,10.64,80.21,13.76,4.08,4.46,2,2,0,1.0,True
2024-2025,2921060,MISSOURI CITY 56,MISSOURI CITY 56,MO,Clay County,1,1,14,0,14,0,0.0,0.0,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.2,0.0,0.5,0.2,1.0,0.0,0.1,0.0,0.0,5.3,True,4.24,4.24,235.71,0.0,14.29,71.43,1,1,0,1.0,True
2024-2025,2922800,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,34,32,21252,428,20824,1558,72.0,98.29,564.57,772.35,0.0,1507.21,1435.21,1435.21,0.0,283.86,37.93,55.0,24.0,85.44,31.0,80.0,0.0,7.0,195.46,1010.51,3317.41,True,14.51,12.11,68.92,13.63,2.64,3.84,34,34,0,1.0,True
2024-2025,2922830,NORTH PLATTE CO. R-I,NORTH PLATTE CO. R-I,MO,Platte County,5,4,556,5,551,27,0.62,2.57,16.61,27.0,0.0,46.8,46.18,46.18,0.0,8.0,1.45,2.0,0.0,2.45,0.8,2.4,0.0,0.7,17.0,9.0,90.6,True,11.93,10.17,83.81,14.52,3.63,4.36,5,5,0,1.0,True
2024-2025,2923010,OAK GROVE R-VI,OAK GROVE R-VI,MO,Jackson County,4,4,1853,78,1775,159,5.5,9.18,55.78,75.71,0.0,146.17,140.67,140.67,0.0,19.88,4.25,5.0,0.0,8.37,4.0,9.0,1.0,2.0,38.0,212.0,449.67,True,12.62,11.06,79.25,11.2,2.82,5.07,4,4,0,1.0,True
2024-2025,2923220,ORRICK R-XI,ORRICK R-XI,MO,Ray County,2,2,293,14,279,13,0.18,1.2,11.55,14.67,0.0,27.6,27.42,27.42,0.0,9.0,1.0,1.9,0.0,1.3,0.0,1.95,0.0,1.0,0.0,0.0,43.75,True,10.18,7.66,98.28,32.26,6.81,6.99,2,2,0,1.0,True
2024-2025,2923550,PARK HILL,PARK HILL,MO,Platte County,20,18,11937,392,11545,779,19.5,44.51,340.44,484.54,0.0,888.99,869.49,869.49,0.0,200.88,7.67,34.4,5.0,80.24,18.0,51.0,0.0,6.0,108.0,521.46,1921.64,True,13.28,10.79,75.31,17.4,2.98,4.42,20,20,0,1.0,True
