school_year,nces_lea_id,district_name,lea_name,state,county_primary,operating_schools_count,regular_schools_count,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_reported_fte,teachers_k12_fte,teachers_k12_fte_components,teachers_sum_diff_reported,paraprofessionals_fte,instructional_coordinators_fte,counselors_fte,psychologists_fte,student_support_staff_fte,librarians_fte,school_administrators_fte,school_admin_support_fte,lea_administrators_fte,lea_admin_support_fte,other_support_staff_fte,total_staff_fte,teacher_k12_valid,students_per_teacher_fte_k12,students_per_teacher_para_fte_k12,teachers_k12_per_1000,paraprofessionals_per_1000,counselors_per_1000,school_administrators_per_1000,lea_total_operating_schools_national,lea_operating_schools_in_region,lea_operating_schools_outside_region,lea_geographic_coverage_share,lea_fully_within_region
2016-2017,2904620,BELTON 124,BELTON 124,MO,Cass County,9,8,4969,332,4637,333,15.53,18.29,152.09,126.17,0.0,312.08,296.55,296.55,0.0,85.0,12.2,13.0,0.0,0.0,7.95,15.0,0.0,5.0,41.5,76.75,568.48,True,15.64,12.15,63.95,18.33,2.8,3.23,9,9,0,1.0,True
2016-2017,2905310,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,22,21,14318,158,14160,916,18.62,56.57,332.39,455.71,0.0,863.29,844.67,844.67,0.0,142.65,19.5,35.0,0.0,0.0,11.86,48.0,11.0,6.0,0.0,158.6,1295.9,True,16.76,14.34,59.65,10.07,2.47,3.39,22,22,0,1.0,True
2016-2017,2908250,CENTER 58,CENTER 58,MO,Jackson County,8,6,2645,151,2494,209,10.0,11.0,87.3,108.12,0.0,216.42,206.42,206.42,0.0,44.5,10.42,6.42,0.0,0.0,3.0,11.8,0.0,1.0,29.0,96.04,418.6,True,12.08,9.94,82.77,17.84,2.57,4.73,8,8,0,1.0,True
2016-2017,2910320,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,3,3,823,40,783,54,2.2,0.62,27.04,32.68,0.0,62.54,60.34,60.34,0.0,18.0,3.0,3.0,0.0,0.0,1.75,3.0,0.0,1.0,7.0,23.0,122.29,True,12.98,9.99,77.06,22.99,3.83,3.83,3,3,0,1.0,True
2016-2017,2911070,DREXEL R-IV,DREXEL R-IV,MO,Cass County,2,2,313,4,309,25,1.0,2.22,11.69,16.79,0.0,31.7,30.7,30.7,0.0,7.0,0.0,0.85,0.0,0.0,0.85,2.0,0.0,1.0,0.0,0.0,43.4,True,10.07,8.2,99.35,22.65,2.75,6.47,2,2,0,1.0,True
2016-2017,2911160,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,1,1,197,17,180,12,1.0,1.23,12.62,0.0,0.0,14.85,13.85,13.85,0.0,3.75,0.4,0.0,0.0,0.0,0.35,0.0,0.0,1.0,2.0,2.2,24.55,True,13.0,10.23,76.94,20.83,0.0,0.0,1,1,0,1.0,True
2016-2017,2911650,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,7,5,2938,136,2802,193,6.0,11.28,73.22,126.92,0.0,217.42,211.42,211.42,0.0,35.04,18.82,7.0,0.0,0.0,4.0,10.0,0.0,4.0,25.0,46.45,367.73,True,13.25,11.37,75.45,12.51,2.5,3.57,7,7,0,1.0,True
2016-2017,2912290,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,11,8,4835,0,4835,364,11.12,22.1,159.77,150.68,0.0,343.67,332.55,332.55,0.0,82.78,9.6,15.0,0.0,0.0,13.0,13.9,1.0,6.75,94.33,77.92,657.95,True,14.54,11.64,68.78,17.12,3.1,2.87,11,11,0,1.0,True
2016-2017,2913080,GRAIN VALLEY R-V,GRAIN VALLEY R-V,MO,Jackson County,8,7,4257,79,4178,321,8.0,19.91,130.19,150.9,0.0,309.0,301.0,301.0,0.0,66.2,5.0,10.0,0.0,0.0,7.0,12.0,0.0,4.0,0.0,5.0,418.2,True,13.88,11.38,72.04,15.84,2.39,2.87,8,8,0,1.0,True
2016-2017,2913140,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,9,7,4446,136,4310,314,5.0,19.7,135.17,106.19,0.0,266.06,261.06,261.06,0.0,41.55,8.0,13.98,0.0,0.0,8.0,15.0,0.0,4.0,0.0,30.0,386.59,True,16.51,14.24,60.57,9.64,3.24,3.48,9,9,0,1.0,True
2016-2017,2913680,HARDIN-CENTRAL C-2,HARDIN-CENTRAL C-2,MO,Ray County,2,2,241,19,222,20,0.36,1.23,9.73,9.9,0.0,21.22,20.86,20.86,0.0,5.0,0.0,0.47,0.0,0.0,0.8,2.0,0.0,1.0,2.0,4.0,36.49,True,10.64,8.58,93.96,22.52,2.12,9.01,2,2,0,1.0,True
2016-2017,2913760,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,7,5,2459,139,2320,170,3.19,11.08,63.03,114.91,0.0,192.21,189.02,189.02,0.0,27.8,5.8,8.5,0.0,0.0,3.86,8.5,0.0,4.0,30.0,115.0,395.67,True,12.27,10.7,81.47,11.98,3.66,3.66,7,7,0,1.0,True
2016-2017,2914340,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,15,14,6328,508,5820,499,40.0,35.0,215.17,180.23,0.0,470.4,430.4,430.4,0.0,87.41,13.05,15.4,0.0,0.0,13.0,21.0,0.0,5.0,59.0,857.0,1541.26,True,13.52,11.24,73.95,15.02,2.65,3.61,15,15,0,1.0,True
2016-2017,2915480,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,30,27,15095,846,14249,1106,23.0,73.39,392.72,458.49,0.0,947.6,924.6,924.6,0.0,234.58,21.0,35.0,0.0,0.0,20.0,52.0,0.0,9.0,139.0,876.0,2334.18,True,15.41,12.29,64.89,16.46,2.46,3.65,30,30,0,1.0,True
2016-2017,2916400,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,35,33,15418,1101,14317,1222,58.0,89.98,521.56,394.91,0.0,1064.45,1006.45,1006.45,0.0,198.66,23.0,45.0,0.0,0.0,28.0,66.0,0.0,6.0,70.0,651.0,2152.11,True,14.23,11.88,70.3,13.88,3.14,4.61,35,35,0,1.0,True
2016-2017,2916450,KEARNEY R-I,KEARNEY R-I,MO,Clay County,7,7,3456,15,3441,222,4.0,12.0,94.3,126.7,0.0,237.0,233.0,233.0,0.0,59.41,1.7,8.0,0.0,0.0,7.0,11.5,0.0,3.7,24.0,144.25,496.56,True,14.77,11.77,67.71,17.27,2.32,3.34,7,7,0,1.0,True
2016-2017,2918220,LAWSON R-XIV,LAWSON R-XIV,MO,Ray County,3,3,1146,18,1128,87,1.26,5.88,22.42,46.8,0.0,76.36,75.1,75.1,0.0,7.97,1.5,3.0,0.0,0.0,1.6,5.5,0.47,1.0,7.5,13.5,118.4,True,15.02,13.58,66.58,7.07,2.66,4.88,3,3,0,1.0,True
2016-2017,2918300,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,27,25,18261,346,17915,1194,30.06,67.1,512.4,605.0,0.0,1214.56,1184.5,1184.5,0.0,201.0,8.03,42.0,0.0,0.0,18.54,56.0,0.0,6.0,151.0,769.6,2466.73,True,15.12,12.93,66.12,11.22,2.34,3.13,27,27,0,1.0,True
2016-2017,2918540,LIBERTY 53,LIBERTY 53,MO,Clay County,20,17,12427,276,12151,840,23.6,48.65,317.01,400.66,0.0,789.92,766.32,766.32,0.0,113.51,12.5,30.15,0.0,0.0,14.93,37.8,0.0,5.0,79.0,632.09,1714.9,True,15.86,13.81,63.07,9.34,2.48,3.11,20,20,0,1.0,True
2016-2017,2919230,LONE JACK C-6,LONE JACK C-6,MO,Jackson County,2,2,631,60,571,36,1.59,2.07,18.6,25.24,0.0,47.5,45.91,45.91,0.0,12.48,0.79,1.0,0.0,0.0,1.47,4.0,0.0,1.0,7.0,8.0,83.24,True,12.44,9.78,80.4,21.86,1.75,7.01,2,2,0,1.0,True
2016-2017,2921060,MISSOURI CITY 56,MISSOURI CITY 56,MO,Clay County,1,1,34,0,34,0,0.0,0.03,3.76,0.0,0.0,3.79,3.79,3.79,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.45,0.15,0.0,1.5,1.11,8.0,True,8.97,7.74,111.47,17.65,5.88,13.24,1,1,0,1.0,True
2016-2017,2922800,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,32,30,20188,597,19591,1503,12.0,91.61,454.41,699.7,0.0,1257.72,1245.72,1245.72,0.0,147.0,18.73,49.02,0.0,0.0,27.0,69.64,2.0,4.0,0.0,6.0,1581.11,True,15.73,14.07,63.59,7.5,2.5,3.55,32,32,0,1.0,True
2016-2017,2922830,NORTH PLATTE CO. R-I,NORTH PLATTE CO. R-I,MO,Platte County,5,4,615,0,615,49,1.0,3.41,18.5,27.24,0.0,50.15,49.15,49.15,0.0,10.0,1.69,2.0,0.0,0.0,1.0,2.65,0.0,1.0,0.0,0.0,68.49,True,12.51,10.4,79.92,16.26,3.25,4.31,5,5,0,1.0,True
2016-2017,2923010,OAK GROVE R-VI,OAK GROVE R-VI,MO,Jackson County,4,4,2023,44,1979,140,3.7,10.0,49.0,78.15,0.0,140.85,137.15,137.15,0.0,26.0,4.43,5.0,0.0,0.0,4.0,6.0,3.0,2.0,0.14,0.29,191.71,True,14.43,12.13,69.3,13.14,2.53,3.03,4,4,0,1.0,True
2016-2017,2923220,ORRICK R-XI,ORRICK R-XI,MO,Ray County,2,2,310,17,293,18,0.0,1.15,11.07,15.05,0.0,27.27,27.27,27.27,0.0,8.0,0.25,1.93,0.0,0.0,0.0,2.05,0.0,1.0,3.0,6.63,50.13,True,10.74,8.31,93.07,27.3,6.59,7.0,2,2,0,1.0,True
2016-2017,2923550,PARK HILL,PARK HILL,MO,Platte County,17,16,11659,384,11275,793,20.2,44.2,290.85,409.45,0.0,764.7,744.5,744.5,0.0,131.21,3.38,26.4,0.0,0.0,17.0,34.0,0.0,6.0,87.28,400.44,1470.41,True,15.14,12.88,66.03,11.64,2.34,3.02,17,17,0,1.0,True
2016-2017,2923730,RAYMORE-PECULIAR R-II,RAYMORE-PECULIAR R-II,MO,Cass County,10,10,6226,180,6046,407,6.52,25.83,195.06,171.3,0.0,398.71,392.19,392.19,0.0,69.75,9.0,15.17,0.0,0.0,8.78,19.92,7.5,4.0,23.33,169.5,725.66,True,15.42,13.09,64.87,11.54,2.51,3.29,10,10,0,1.0,True
2016-2017,2925230,PLATTE CO. R-III,PLATTE CO. R-III,MO,Platte County,7,6,4079,79,4000,300,5.5,19.69,141.91,132.48,0.0,299.58,294.08,294.08,0.0,50.0,6.0,11.54,0.0,0.0,3.07,13.0,0.0,5.0,0.0,0.0,388.19,True,13.6,11.63,73.52,12.5,2.88,3.25,7,7,0,1.0,True
2016-2017,2925330,PLEASANT HILL R-III,PLEASANT HILL R-III,MO,Cass County,5,5,2326,216,2110,161,2.82,9.6,63.38,62.06,0.0,137.86,135.04,135.04,-0.0,22.17,3.0,6.96,0.0,0.0,5.5,6.38,0.0,3.0,18.0,26.0,228.87,True,15.63,13.42,64.0,10.51,3.3,3.02,5,5,0,1.0,True
2016-2017,2926070,RAYTOWN C-2,RAYTOWN C-2,MO,Jackson County,19,16,9432,548,8884,592,16.8,34.58,268.0,329.59,0.0,648.97,632.17,632.17,-0.0,192.0,23.05,26.0,0.0,0.0,10.0,29.0,0.0,8.0,82.14,346.85,1366.01,True,14.05,10.78,71.16,21.61,2.93,3.26,19,19,0,1.0,True
2016-2017,2926480,RICHMOND R-XVI,RICHMOND R-XVI,MO,Ray County,4,4,1583,43,1540,100,2.5,6.0,45.09,52.65,0.0,106.24,103.74,103.74,0.0,14.83,2.17,5.0,0.0,0.0,2.62,6.0,4.0,2.0,14.0,21.49,178.35,True,14.84,12.99,67.36,9.63,3.25,3.9,4,4,0,1.0,True
2016-2017,2928410,SMITHVILLE R-II,SMITHVILLE R-II,MO,Clay County,4,4,2623,36,2587,163,6.5,10.03,59.57,91.08,0.0,167.18,160.68,160.68,0.0,41.89,7.1,5.85,0.0,0.0,3.9,8.8,1.0,3.0,16.8,20.0,275.52,True,16.1,12.77,62.11,16.19,2.26,3.4,4,4,0,1.0,True
2016-2017,2929670,STRASBURG C-3,STRASBURG C-3,MO,Cass County,1,1,162,0,162,19,0.0,1.28,10.62,0.0,0.0,11.9,11.9,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.1,19.0,True,13.61,13.61,73.46,0.0,0.0,0.0,1,1,0,1.0,True
2016-2017,2931710,WEST PLATTE CO. R-II,WEST PLATTE CO. R-II,MO,Platte County,2,2,632,46,586,43,2.0,3.68,27.46,29.88,0.0,63.02,61.02,61.02,0.0,5.0,4.0,1.06,0.0,0.0,1.96,2.14,0.0,1.43,5.0,10.42,94.03,True,9.6,8.88,104.13,8.53,1.81,3.65,2,2,0,1.0,True
2016-2017,2931800,MIDWAY R-I,MIDWAY R-I,MO,Cass County,2,2,426,0,426,25,0.05,2.25,17.1,19.44,0.0,38.84,38.79,38.79,-0.0,7.0,0.0,2.0,0.0,0.0,1.9,2.0,0.0,1.0,4.0,9.0,65.74,True,10.98,9.3,91.06,16.43,4.69,4.69,2,2,0,1.0,True
2017-2018,2000018,School for Blind,School for Blind,KS,Wyandotte County,2,0,20,0,20,0,0.0,0.9,0.0,6.1,0.0,7.0,7.0,7.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,17.5,True,2.86,2.86,350.0,0.0,0.0,0.0,2,2,0,1.0,True
2017-2018,2000019,School for Deaf,School for Deaf,KS,Johnson County,2,0,105,10,95,7,4.0,5.0,8.0,13.7,0.0,30.7,26.7,26.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,34.7,True,3.56,3.56,281.05,0.0,0.0,21.05,2,2,0,1.0,True
2017-2018,2000025,Lansing Correctional Facility,Lansing Correctional Facility,KS,Leavenworth County,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,1,1,0,1.0,True
2017-2018,2003780,Basehor-Linwood,Basehor-Linwood,KS,Leavenworth County,5,5,2641,48,2593,173,2.0,22.4,57.9,76.6,0.0,158.9,156.9,156.9,0.0,50.1,0.6,5.0,0.0,0.0,2.0,9.0,9.3,3.5,5.0,42.7,286.1,True,16.53,12.53,60.51,19.32,1.93,3.47,5,5,0,1.0,True
2017-2018,2004050,Bonner Springs,Bonner Springs,KS,Wyandotte County,5,5,2744,78,2666,179,3.0,53.5,52.0,83.0,0.0,191.5,188.5,188.5,0.0,47.0,6.0,8.0,0.0,0.0,3.0,11.6,13.0,1.0,9.0,44.8,334.9,True,14.14,11.32,70.71,17.63,3.0,4.35,5,5,0,1.0,True
2017-2018,2005490,De Soto,De Soto,KS,Johnson County,12,12,7464,277,7187,520,6.0,92.2,124.5,257.0,0.0,479.7,473.7,473.7,0.0,86.7,9.0,18.6,0.0,0.0,12.0,26.0,21.7,4.0,9.0,106.3,773.0,True,15.17,12.82,65.91,12.06,2.59,3.62,12,12,0,1.0,True
2017-2018,2005640,Easton,Easton,KS,Leavenworth County,3,3,628,6,622,54,0.5,13.4,10.1,32.6,0.0,56.6,56.1,56.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,19.4,85.0,True,11.09,11.09,90.19,0.0,1.61,4.82,3,3,0,1.0,True
2017-2018,2006330,Ft Leavenworth,Ft Leavenworth,KS,Leavenworth County,4,4,1913,179,1734,252,9.0,38.0,62.5,22.5,0.0,132.0,123.0,123.0,0.0,39.4,8.0,4.0,0.0,0.0,4.0,5.0,3.2,3.0,8.0,43.1,249.7,True,14.1,10.68,70.93,22.72,2.31,2.88,4,4,0,1.0,True
2017-2018,2006420,Gardner Edgerton,Gardner Edgerton,KS,Johnson County,11,11,6113,273,5840,480,11.5,86.0,96.0,243.0,0.0,436.5,425.0,425.0,0.0,114.5,3.0,13.6,0.0,0.0,10.0,25.0,16.6,2.0,14.0,93.6,728.8,True,13.74,10.82,72.77,19.61,2.33,4.28,11,11,0,1.0,True
2017-2018,2007950,Kansas City,Kansas City,KS,Wyandotte County,47,47,22902,1165,21737,1829,90.0,382.3,496.3,747.9,0.0,1716.5,1626.5,1626.5,0.0,184.0,99.6,60.5,0.0,0.0,22.0,92.5,106.0,7.0,46.0,708.0,3042.1,True,13.36,12.01,74.83,8.46,2.78,4.26,47,47,0,1.0,True
2017-2018,2008340,Lansing,Lansing,KS,Leavenworth County,3,3,2641,8,2633,184,3.1,35.7,43.0,97.7,0.0,179.5,176.4,176.4,0.0,56.0,0.0,3.0,0.0,0.0,2.0,10.0,6.5,4.0,4.0,41.3,306.3,True,14.93,11.33,67.0,21.27,1.14,3.8,3,3,0,1.0,True
2017-2018,2008430,Leavenworth,Leavenworth,KS,Leavenworth County,7,6,3827,139,3688,282,7.0,65.2,76.0,115.0,0.0,263.2,256.2,256.2,0.0,106.0,6.0,10.0,0.0,0.0,3.0,19.0,16.0,2.0,9.0,98.0,532.2,True,14.4,10.18,69.47,28.74,2.71,5.15,7,7,0,1.0,True
2017-2018,2008970,Louisburg,Louisburg,KS,Miami County,4,4,1729,34,1695,115,3.7,15.8,30.6,55.7,0.0,105.8,102.1,102.1,0.0,17.0,0.0,2.0,0.0,0.0,1.0,3.8,8.0,1.2,3.0,41.5,183.3,True,16.6,14.23,60.24,10.03,1.18,2.24,4,4,0,1.0,True
2017-2018,2010140,Olathe,Olathe,KS,Johnson County,49,49,29939,1031,28908,1991,63.7,415.5,546.1,1068.2,0.0,2093.5,2029.8,2029.8,0.0,630.1,33.85,60.0,0.0,0.0,43.5,51.0,97.9,5.0,33.0,505.5,3553.35,True,14.24,10.87,70.22,21.8,2.08,1.76,49,49,0,1.0,True
2017-2018,2010260,Osawatomie,Osawatomie,KS,Miami County,4,4,1156,73,1083,94,4.0,12.0,23.0,41.6,0.0,80.6,76.6,76.6,0.0,2.0,2.0,2.0,0.0,0.0,1.0,5.1,5.0,0.9,3.0,49.0,150.6,True,14.14,13.78,70.73,1.85,1.85,4.71,4,4,0,1.0,True
2017-2018,2010500,Paola,Paola,KS,Miami County,4,4,2059,38,2021,158,1.0,22.5,41.0,71.6,0.0,136.1,135.1,135.1,0.0,232.0,0.0,2.0,0.0,0.0,2.9,6.0,13.0,4.0,6.0,36.0,438.0,True,14.96,5.51,66.85,114.79,0.99,2.97,4,4,0,1.0,True
2017-2018,2010680,Piper-Kansas City,Piper-Kansas City,KS,Wyandotte County,4,4,2375,120,2255,175,6.0,24.0,42.0,70.0,0.0,142.0,136.0,136.0,0.0,27.0,1.0,5.0,0.0,0.0,2.0,8.0,8.0,1.0,3.0,38.0,235.0,True,16.58,13.83,60.31,11.97,2.22,3.55,4,4,0,1.0,True
2017-2018,2011640,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,43,43,27584,689,26895,2136,33.0,392.0,608.5,732.7,0.0,1766.2,1733.2,1733.2,0.0,329.7,57.5,22.0,0.0,0.0,0.0,82.8,73.7,9.0,39.1,408.2,2788.2,True,15.52,13.04,64.44,12.26,0.82,3.08,43,43,0,1.0,True
2017-2018,2011850,Spring Hill,Spring Hill,KS,Johnson County,7,5,4018,108,3910,269,4.0,49.75,63.25,116.85,0.0,233.85,229.85,229.85,0.0,66.3,6.0,2.0,0.0,0.0,0.0,9.0,13.0,3.0,7.4,50.2,390.75,True,17.01,13.2,58.79,16.96,0.51,2.3,7,7,0,1.0,True
2017-2018,2012000,Blue Valley,Blue Valley,KS,Johnson County,35,35,22717,467,22250,1457,28.8,324.8,446.65,833.68,0.0,1633.93,1605.13,1605.13,0.0,354.7,42.0,63.0,0.0,0.0,40.0,69.0,91.3,6.0,68.1,352.3,2720.33,True,13.86,11.35,72.14,15.94,2.83,3.1,35,35,0,1.0,True
2017-2018,2012210,Tonganoxie,Tonganoxie,KS,Leavenworth County,3,3,1976,25,1951,136,0.9,22.0,41.1,74.3,0.0,138.3,137.4,137.4,0.0,41.8,1.7,5.0,0.0,0.0,0.0,7.0,9.0,1.0,3.5,55.5,262.8,True,14.2,10.89,70.43,21.42,2.56,3.59,3,3,0,1.0,True
2017-2018,2012360,Turner-Kansas City,Turner-Kansas City,KS,Wyandotte County,7,7,4187,201,3986,283,6.0,57.6,80.1,125.5,0.0,269.2,263.2,263.2,0.0,57.5,8.0,10.0,0.0,0.0,0.0,20.0,16.0,4.0,9.0,98.0,491.7,True,15.14,12.43,66.03,14.43,2.51,5.02,7,7,0,1.0,True
2017-2018,2900009,DIVISION OF YOUTH SERVICE,DIVISION OF YOUTH SERVICE,MO,Clay County,5,4,619,0,619,0,0.0,0.0,0.0,114.5,0.0,114.5,114.5,114.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119.5,True,5.41,5.41,184.98,0.0,0.0,0.0,41,5,36,0.122,False
2017-2018,2900011,B. BANNEKER ACADEMY,B. BANNEKER ACADEMY,MO,Jackson County,1,1,357,27,330,34,2.0,2.85,17.1,0.0,0.0,21.95,19.95,19.95,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,35.95,True,16.54,13.78,60.45,12.12,0.0,6.06,1,1,0,1.0,True
2017-2018,2900013,KC INTERNATIONAL ACADEMY,KC INTERNATIONAL ACADEMY,MO,Jackson County,1,1,602,0,602,64,0.0,7.28,49.42,0.0,0.0,56.7,56.7,56.7,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,64.7,True,10.62,10.26,94.19,3.32,3.32,1.66,1,1,0,1.0,True
2017-2018,2900014,HOGAN PREPARATORY ACADEMY,HOGAN PREPARATORY ACADEMY,MO,Jackson County,3,3,1088,0,1088,65,0.0,3.0,26.33,66.43,0.0,95.76,95.76,95.76,0.0,10.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,2.0,10.0,2.0,130.76,True,11.36,10.29,88.01,9.19,0.92,6.43,3,3,0,1.0,True
2017-2018,2900015,GORDON PARKS ELEM.,GORDON PARKS ELEM.,MO,Jackson County,1,1,180,0,180,40,0.0,2.41,20.19,0.0,0.0,22.6,22.6,22.6,0.0,3.0,0.2,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.75,32.15,True,7.96,7.03,125.56,16.67,3.33,5.56,1,1,0,1.0,True
2017-2018,2900016,GENESIS SCHOOL INC.,GENESIS SCHOOL INC.,MO,Jackson County,1,1,278,0,278,26,0.0,0.0,0.0,20.13,0.0,20.13,20.13,20.13,0.0,7.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.5,37.13,True,13.81,10.06,72.41,26.98,0.0,3.6,1,1,0,1.0,True
2017-2018,2900017,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson County,2,2,969,0,969,132,0.0,9.5,57.1,0.0,0.0,66.6,66.6,66.6,0.0,1.65,2.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,10.0,1.0,84.75,True,14.55,14.2,68.73,1.7,0.0,3.1,2,2,0,1.0,True
2017-2018,2900019,SCUOLA VITA NUOVA,SCUOLA VITA NUOVA,MO,Jackson County,1,1,253,0,253,43,0.0,2.41,21.59,0.0,0.0,24.0,24.0,24.0,0.0,2.0,0.0,0.8,0.0,0.0,0.0,2.8,1.0,0.0,1.0,2.0,33.6,True,10.54,9.73,94.86,7.91,3.16,11.07,1,1,0,1.0,True
2017-2018,2900022,MO SCHLS FOR THE SEV DISABLED,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,5,0,785,0,785,20,0.0,0.0,158.6,0.0,0.0,158.6,158.6,158.6,0.0,301.67,0.0,0.0,0.0,0.0,0.0,21.4,0.0,2.0,0.0,1.0,484.67,True,4.95,1.71,202.04,384.29,0.0,27.26,35,5,30,0.1429,False
2017-2018,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,2,2,630,20,610,71,2.0,7.13,31.12,19.25,0.0,59.5,57.5,57.5,0.0,3.0,1.1,2.0,0.0,0.0,0.0,3.9,0.0,1.0,0.0,0.0,70.5,True,10.61,10.08,94.26,4.92,3.28,6.39,2,2,0,1.0,True
2017-2018,2900025,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,2,2,605,0,605,28,0.0,1.21,21.04,12.35,0.0,34.6,34.6,34.6,0.0,12.0,2.5,2.0,0.0,0.0,0.0,0.75,0.0,1.5,3.0,5.0,61.35,True,17.49,12.98,57.19,19.83,3.31,1.24,2,2,0,1.0,True
2017-2018,2900027,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,3,3,1100,0,1100,134,0.0,8.13,33.87,34.0,0.0,76.0,76.0,76.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,96.0,True,14.47,13.41,69.09,5.45,1.82,7.27,3,3,0,1.0,True
2017-2018,2900028,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,MO,Jackson County,1,1,485,0,485,58,0.0,6.86,31.18,0.0,0.0,38.04,38.04,38.04,0.0,10.0,1.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,60.24,True,12.75,10.1,78.43,20.62,0.0,2.06,1,1,0,1.0,True
2017-2018,2900029,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS SCHOOLS,MO,Jackson County,3,3,1112,60,1052,91,4.0,5.0,32.0,51.0,0.0,92.0,88.0,88.0,0.0,7.0,2.0,3.34,0.0,0.0,0.0,6.0,0.0,1.5,0.0,0.0,111.84,True,11.95,11.07,83.65,6.65,3.17,5.7,3,3,0,1.0,True
2017-2018,2900031,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,1,1,548,0,548,56,0.0,3.0,0.0,40.25,0.0,43.25,43.25,43.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25,True,12.67,11.6,78.92,7.3,0.0,0.0,1,1,0,1.0,True
2017-2018,2900587,PATHWAY ACADEMY,PATHWAY ACADEMY,MO,Jackson County,1,1,210,10,200,49,1.09,4.81,15.09,0.0,0.0,20.99,19.9,19.9,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,1.5,32.99,True,10.05,8.73,99.5,15.0,5.0,5.0,1,1,0,1.0,True
2017-2018,2900590,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,5,5,1632,0,1632,113,0.0,6.26,44.34,86.02,0.0,136.62,136.62,136.62,0.0,7.0,3.0,3.0,0.0,0.0,2.8,10.08,0.0,1.0,0.0,0.0,163.5,True,11.95,11.36,83.71,4.29,1.84,6.18,5,5,0,1.0,True
2017-2018,2900593,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson County,1,1,196,0,196,0,0.0,0.0,0.0,9.38,0.0,9.38,9.38,9.38,0.0,4.0,2.89,0.0,0.0,0.0,0.45,0.0,0.0,1.0,11.0,3.0,31.72,True,20.9,14.65,47.86,20.41,0.0,0.0,1,1,0,1.0,True
