school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,school_ptr,enrollment_k12,classroom_teacher_fte,course_code,course_name,subject_area,course_level,num_classes,num_enrolled,num_certified,mean_class_size,certified_share,allocation_wedge
2013-2014,2013-14,292607001973,2926070,RAYTOWN EDUCATION CTR.,RAYTOWN C-2,MO,Jackson,29095,Suburb,Other,Alternative,1,True,False,False,,0.0,18.0,calc,Calculus,Math,Advanced / Specialized,0.0,,,,,
2013-2014,2013-14,292607001973,2926070,RAYTOWN EDUCATION CTR.,RAYTOWN C-2,MO,Jackson,29095,Suburb,Other,Alternative,1,True,False,False,,0.0,18.0,bio,Biology,Science,Foundation Core,0.0,,,,,
2013-2014,2013-14,292607001973,2926070,RAYTOWN EDUCATION CTR.,RAYTOWN C-2,MO,Jackson,29095,Suburb,Other,Alternative,1,True,False,False,,0.0,18.0,chem,Chemistry,Science,Foundation Core,0.0,,,,,
2013-2014,2013-14,292607001973,2926070,RAYTOWN EDUCATION CTR.,RAYTOWN C-2,MO,Jackson,29095,Suburb,Other,Alternative,1,True,False,False,,0.0,18.0,phys,Physics,Science,Advanced / Specialized,0.0,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,16.66,583.0,35.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,City,Primary,Regular School,1,True,False,False,12.32,345.0,28.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,200378001187,2003780,LINWOOD ELEMENTARY SCHOOL,BASEHOR-LINWOOD,KS,Leavenworth,20103,Rural,Primary,Regular School,1,True,False,False,10.45,115.0,11.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,alg1,Algebra I,Math,Foundation Core,25.0,236.0,,9.44,,-6.440000000000001
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,geom,Geometry,Math,Foundation Core,,481.0,,,,
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,alg2,Algebra II,Math,Foundation Core,10.0,223.0,,22.3,,6.42
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,advm,Advanced Mathematics,Math,Advanced / Specialized,38.0,915.0,,24.07894736842105,,8.19894736842105
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,calc,Calculus,Math,Advanced / Specialized,8.0,108.0,,13.5,,-2.380000000000001
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,bio,Biology,Science,Foundation Core,53.0,999.0,,18.849056603773583,,2.9690566037735824
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,chem,Chemistry,Science,Foundation Core,23.0,514.0,,22.347826086956523,,6.4678260869565225
2013-2014,2013-14,201014000040,2010140,OLATHE EAST SR HIGH,OLATHE,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,15.88,2096.0,132.0,phys,Physics,Science,Advanced / Specialized,12.0,281.0,,23.416666666666668,,7.536666666666667
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,alg1,Algebra I,Math,Foundation Core,37.0,136.0,,3.675675675675676,,-13.544324324324323
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,geom,Geometry,Math,Foundation Core,,331.0,,,,
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,alg2,Algebra II,Math,Foundation Core,66.0,364.0,,5.515151515151516,,-11.704848484848483
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,advm,Advanced Mathematics,Math,Advanced / Specialized,82.0,400.0,,4.878048780487805,,-12.341951219512193
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,calc,Calculus,Math,Advanced / Specialized,23.0,120.0,,5.217391304347826,,-12.002608695652173
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,bio,Biology,Science,Foundation Core,82.0,403.0,,4.914634146341464,,-12.305365853658536
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,chem,Chemistry,Science,Foundation Core,74.0,335.0,,4.527027027027027,,-12.69297297297297
2013-2014,2013-14,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.22,1464.0,85.0,phys,Physics,Science,Advanced / Specialized,50.0,289.0,,5.78,,-11.439999999999998
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,201014000142,2010140,NORTHVIEW ELEM,OLATHE,KS,Johnson,20091,Suburb,Primary,Regular School,1,True,False,False,12.55,276.0,22.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,200795001437,2007950,M E PEARSON ELEM,KANSAS CITY,KS,Wyandotte,20209,City,Primary,Regular School,1,True,False,False,15.1,589.0,39.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,City,Primary,Regular School,1,True,True,False,15.07,407.0,27.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,alg1,Algebra I,Math,Foundation Core,3.0,,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,geom,Geometry,Math,Foundation Core,,26.0,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Suburb,Middle,Regular School,1,True,False,False,13.78,882.0,64.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,alg1,Algebra I,Math,Foundation Core,15.0,393.0,,26.2,,9.14
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,geom,Geometry,Math,Foundation Core,,380.0,,,,
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,alg2,Algebra II,Math,Foundation Core,12.0,294.0,,24.5,,7.440000000000001
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,advm,Advanced Mathematics,Math,Advanced / Specialized,10.0,276.0,,27.6,,10.540000000000003
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,calc,Calculus,Math,Advanced / Specialized,1.0,31.0,,31.0,,13.940000000000001
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,bio,Biology,Science,Foundation Core,15.0,356.0,,23.733333333333334,,6.673333333333336
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,chem,Chemistry,Science,Foundation Core,12.0,262.0,,21.833333333333332,,4.773333333333333
2013-2014,2013-14,200642000122,2006420,GARDNER EDGERTON HIGH,GARDNER EDGERTON,KS,Johnson,20091,Suburb,High,Regular School,1,True,False,False,17.06,1416.0,83.0,phys,Physics,Science,Advanced / Specialized,6.0,154.0,,25.666666666666668,,8.60666666666667
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Rural,Primary,Regular School,1,True,False,False,14.58,481.0,33.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Rural,Primary,Regular School,1,True,False,False,14.24,356.0,25.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,alg1,Algebra I,Math,Foundation Core,3.0,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,geom,Geometry,Math,Foundation Core,,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,bio,Biology,Science,Foundation Core,,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,chem,Chemistry,Science,Foundation Core,,,,,,
2013-2014,2013-14,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Rural,Middle,Regular School,1,True,False,False,18.49,758.0,41.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2013-2014,2013-14,200549001871,2005490,MILL CREEK MIDDLE SCHOOL,DE SOTO,KS,Johnson,20091,Rural,Middle,Regular School,1,True,False,False,15.35,660.0,43.0,alg1,Algebra I,Math,Foundation Core,7.0,,,,,
2013-2014,2013-14,200549001871,2005490,MILL CREEK MIDDLE SCHOOL,DE SOTO,KS,Johnson,20091,Rural,Middle,Regular School,1,True,False,False,15.35,660.0,43.0,geom,Geometry,Math,Foundation Core,,40.0,,,,
2013-2014,2013-14,200549001871,2005490,MILL CREEK MIDDLE SCHOOL,DE SOTO,KS,Johnson,20091,Rural,Middle,Regular School,1,True,False,False,15.35,660.0,43.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2013-2014,2013-14,200549001871,2005490,MILL CREEK MIDDLE SCHOOL,DE SOTO,KS,Johnson,20091,Rural,Middle,Regular School,1,True,False,False,15.35,660.0,43.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,200549001871,2005490,MILL CREEK MIDDLE SCHOOL,DE SOTO,KS,Johnson,20091,Rural,Middle,Regular School,1,True,False,False,15.35,660.0,43.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2013-2014,2013-14,200549001871,2005490,MILL CREEK MIDDLE SCHOOL,DE SOTO,KS,Johnson,20091,Rural,Middle,Regular School,1,True,False,False,15.35,660.0,43.0,bio,Biology,Science,Foundation Core,,,,,,
