school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,lea_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,enrollment_k12,classroom_teacher_fte,school_ptr,classes_alg1,enrollment_alg1,certified_alg1,mean_class_size_alg1,certified_share_alg1,allocation_wedge_alg1,classes_geom,enrollment_geom,certified_geom,mean_class_size_geom,certified_share_geom,allocation_wedge_geom,classes_alg2,enrollment_alg2,certified_alg2,mean_class_size_alg2,certified_share_alg2,allocation_wedge_alg2,classes_advm,enrollment_advm,certified_advm,mean_class_size_advm,certified_share_advm,allocation_wedge_advm,classes_calc,enrollment_calc,certified_calc,mean_class_size_calc,certified_share_calc,allocation_wedge_calc,classes_bio,enrollment_bio,certified_bio,mean_class_size_bio,certified_share_bio,allocation_wedge_bio,classes_chem,enrollment_chem,certified_chem,mean_class_size_chem,certified_share_chem,allocation_wedge_chem,classes_phys,enrollment_phys,certified_phys,mean_class_size_phys,certified_share_phys,allocation_wedge_phys
2015-2016,2015-16,290058703140,2900587,PATHWAY ACADEMY ELEMENTARY,PATHWAY ACADEMY,PATHWAY ACADEMY,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,369.0,24.5,15.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290059003127,2900590,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,689.0,43.9,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290059003180,2900590,FRONTIER SCHL OF EXCELLENCE-M,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,124.0,10.46,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290059003181,2900590,FRONTIER SCHL OF EXCELLENCE-U,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,29095,City,High,Regular School,1,True,True,False,192.0,14.34,13.39,5.0,58.0,5.0,11.6,1.0,-1.790000000000001,5.0,,5.0,,1.0,,4.0,44.0,4.0,11.0,1.0,-2.3900000000000006,1.0,2.0,1.0,2.0,1.0,-11.39,0.0,,,,,,2.0,41.0,2.0,20.5,1.0,7.109999999999999,2.0,41.0,2.0,20.5,1.0,7.109999999999999,0.0,,,,,
2015-2016,2015-16,290059003182,2900590,FRONTIER SCHL OF INNOVATION-M,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,317.0,21.4,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290059003232,2900590,FRONTIER STEM HIGH SCHOOL,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,29095,City,Other,Regular School,1,True,True,False,182.0,14.0,13.0,4.0,106.0,6.0,26.5,1.5,13.5,2.0,,5.0,,2.5,,1.0,25.0,2.0,25.0,2.0,12.0,0.0,,,,,,0.0,,,,,,2.0,41.0,2.0,20.5,1.0,7.5,0.0,,,,,,6.0,145.0,1.0,24.166666666666668,0.16666666666666666,11.166666666666668
2015-2016,2015-16,290059303176,2900593,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson County,29095,City,High,Regular School,1,True,True,False,227.0,20.0,11.35,1.0,117.0,1.0,117.0,1.0,105.65,1.0,,1.0,,1.0,,1.0,115.0,1.0,115.0,1.0,103.65,0.0,,,,,,0.0,,,,,,1.0,141.0,1.0,141.0,1.0,129.65,0.0,,,,,,1.0,88.0,1.0,88.0,1.0,76.65
2015-2016,2015-16,290059703195,2900597,EWING MARION KAUFFMAN MIDDLE,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,639.0,55.91,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290059703277,2900597,EWING MARION KAUFFMAN HIGH,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,29095,City,Other,Regular School,3,True,True,False,51.0,7.81,6.53,2.0,50.0,2.0,25.0,1.0,18.47,0.0,,,,,,2.0,50.0,2.0,25.0,1.0,18.47,0.0,,,,,,0.0,,,,,,2.0,50.0,2.0,25.0,1.0,18.47,0.0,,,,,,0.0,,,,,
2015-2016,2015-16,290060103194,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,120.0,11.0,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290060303201,2900603,CROSSROADS ACAD OF KANSAS CITY,CROSSROADS ACAD OF KANSAS CITY,CROSSROADS ACAD OF KANSAS CITY,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,349.0,26.6,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290060403209,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,120.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290320000024,2903200,CASS CO. ELEM.,ARCHIE R-V,ARCHIE R-V,MO,Cass County,29037,Rural,Primary,Regular School,1,True,False,False,234.0,16.97,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290320000025,2903200,ARCHIE HIGH,ARCHIE R-V,ARCHIE R-V,MO,Cass County,29037,Rural,Other,Regular School,1,True,False,False,304.0,26.05,11.67,2.0,32.0,2.0,16.0,1.0,4.33,3.0,,3.0,,1.0,,2.0,43.0,2.0,21.5,1.0,9.83,0.0,,,,,,0.0,,,,,,3.0,65.0,3.0,21.666666666666668,1.0,9.996666666666668,1.0,4.0,1.0,4.0,1.0,-7.67,1.0,9.0,1.0,9.0,1.0,-2.67
2015-2016,2015-16,290462000051,2904620,CAMBRIDGE ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Primary,Regular School,1,True,False,False,318.0,23.0,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290462000052,2904620,GLADDEN ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Primary,Regular School,1,True,False,False,360.0,25.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290462000053,2904620,HILLCREST STEAM ACADEMY,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Primary,Regular School,1,True,False,False,508.0,30.0,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290462000054,2904620,SCOTT ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Primary,Regular School,1,True,False,False,303.0,23.5,12.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290462000055,2904620,BELTON HIGH,BELTON 124,BELTON 124,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,1359.0,80.87,16.8,4.0,70.0,4.0,17.5,1.0,0.6999999999999993,7.0,,7.0,,1.0,,12.0,268.0,12.0,22.333333333333332,1.0,5.533333333333331,2.0,62.0,2.0,31.0,1.0,14.2,4.0,96.0,4.0,24.0,1.0,7.199999999999999,3.0,53.0,3.0,17.666666666666668,1.0,0.8666666666666671,15.0,385.0,15.0,25.666666666666668,1.0,8.866666666666667,7.0,173.0,7.0,24.714285714285715,1.0,7.914285714285715
2015-2016,2015-16,290462000395,2904620,BELTON-OZANAM SOUTHLAND COOP.,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Not reported,Regular School,2,False,False,False,,7.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,
2015-2016,2015-16,290462002724,2904620,MILL CREEK UPPER ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,Rural,Middle,Regular School,1,True,False,False,578.0,38.88,14.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290462002725,2904620,GRACE EARLY CHILD.  ED. CTR.,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Primary,Regular School,1,True,False,False,0.0,15.03,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290462002988,2904620,KENTUCKY TRAIL ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Primary,Regular School,1,True,False,False,477.0,31.0,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290462003025,2904620,BELTON MIDDLE SCHOOL/FC,BELTON 124,BELTON 124,MO,Cass County,29037,Suburb,Middle,Regular School,1,True,False,False,756.0,42.93,17.61,14.0,212.0,14.0,15.142857142857142,1.0,-2.467142857142857,5.0,,5.0,,1.0,,1.0,24.0,1.0,24.0,1.0,6.390000000000001,0.0,,,,,,0.0,,,,,,13.0,342.0,13.0,26.307692307692307,1.0,8.697692307692307,0.0,,,,,,0.0,,,,,
2015-2016,2015-16,290531000078,2905310,CORDILL-MASON ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,735.0,45.0,16.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531000080,2905310,FRANKLIN SMITH ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,324.0,31.95,10.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531000082,2905310,JAMES LEWIS ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,458.0,32.2,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531000083,2905310,JAMES WALKER ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,490.0,31.72,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531000084,2905310,JOHN NOWLIN ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,427.0,30.0,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,2548.0,105.21,24.22,9.0,139.0,6.0,15.444444444444445,0.6666666666666666,-8.775555555555554,17.0,,17.0,,1.0,,24.0,549.0,21.0,22.875,0.875,-1.3449999999999989,20.0,438.0,20.0,21.9,1.0,-2.3200000000000003,3.0,55.0,3.0,18.333333333333332,1.0,-5.886666666666667,11.0,207.0,6.0,18.818181818181817,0.5454545454545454,-5.401818181818182,30.0,703.0,23.0,23.433333333333334,0.7666666666666667,-0.7866666666666653,10.0,264.0,10.0,26.4,1.0,2.1799999999999997
2015-2016,2015-16,290531000086,2905310,THOMAS J. ULTICAN ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,475.0,34.18,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531000087,2905310,WILLIAM YATES ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,421.0,28.4,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531000170,2905310,BLUE SPRINGS SOUTH HIGH,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,2041.0,94.53,21.59,6.0,83.0,6.0,13.833333333333334,1.0,-7.756666666666666,15.0,,11.0,,0.7333333333333333,,20.0,458.0,18.0,22.9,0.9,1.3099999999999987,19.0,422.0,13.0,22.210526315789473,0.6842105263157895,0.6205263157894727,4.0,51.0,4.0,12.75,1.0,-8.84,13.0,226.0,13.0,17.384615384615383,1.0,-4.205384615384617,25.0,575.0,19.0,23.0,0.76,1.4100000000000001,7.0,168.0,7.0,24.0,1.0,2.41
2015-2016,2015-16,290531000200,2905310,VALLEY VIEW HIGH,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Alternative,1,True,False,False,0.0,16.36,,4.0,59.0,4.0,14.75,1.0,,2.0,,2.0,,1.0,,1.0,9.0,1.0,9.0,1.0,,0.0,,,,,,0.0,,,,,,2.0,40.0,2.0,20.0,1.0,,0.0,,,,,,0.0,,,,,
2015-2016,2015-16,290531000270,2905310,LIGGETT TRAIL EDUCATION CENTER,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Rural,Other,Regular School,1,True,False,False,0.0,19.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,
2015-2016,2015-16,290531000943,2905310,BRITTANY HILL MIDDLE,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,835.0,48.22,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531001706,2905310,MORELAND RIDGE MIDDLE,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,926.0,51.58,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002367,2905310,DANIEL YOUNG ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,316.0,24.5,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002488,2905310,WILLIAM BRYANT ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,360.0,23.7,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002549,2905310,LUCY FRANKLIN ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,586.0,34.4,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002682,2905310,CHAPEL LAKES ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,513.0,29.6,17.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002735,2905310,FRESHMAN CTR. - G. BAKER BLDG.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Other,Regular School,1,True,False,False,0.0,53.94,,34.0,697.0,34.0,20.5,1.0,,14.0,,14.0,,1.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,44.0,1129.0,42.0,25.65909090909091,0.9545454545454546,,0.0,,,,,,0.0,,,,,
2015-2016,2015-16,290531002736,2905310,DELTA WOODS MIDDLE,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,757.0,45.99,16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002737,2905310,SUNNY POINTE ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,577.0,35.3,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002835,2905310,PAUL KINDER MIDDLE SCHOOL,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Rural,Middle,Regular School,1,True,False,False,760.0,41.2,18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290531002836,2905310,VOY SPEARS JR. ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,552.0,33.6,16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290825000223,2908250,BOONE ELEM.,CENTER 58,CENTER 58,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,326.0,29.07,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290825000224,2908250,CENTER ELEM.,CENTER 58,CENTER 58,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,358.0,25.4,14.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290825000225,2908250,CENTER SR. HIGH,CENTER 58,CENTER 58,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,696.0,58.35,11.93,5.0,96.0,5.0,19.2,1.0,7.27,8.0,,8.0,,1.0,,6.0,104.0,6.0,17.333333333333332,1.0,5.403333333333332,6.0,49.0,6.0,8.166666666666666,1.0,-3.7633333333333336,4.0,25.0,4.0,6.25,1.0,-5.68,8.0,158.0,8.0,19.75,1.0,7.82,6.0,126.0,6.0,21.0,1.0,9.07,1.0,6.0,1.0,6.0,1.0,-5.93
2015-2016,2015-16,290825000226,2908250,INDIAN CREEK ELEM.,CENTER 58,CENTER 58,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,303.0,20.95,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290825000228,2908250,RED BRIDGE ELEM.,CENTER 58,CENTER 58,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,275.0,21.2,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290825000230,2908250,CENTER MIDDLE,CENTER 58,CENTER 58,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,531.0,50.0,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290825002755,2908250,EARLY CHILDHOOD EDUC. CTR.,CENTER 58,CENTER 58,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,0.0,10.18,17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,290825002810,2908250,CENTER ALTERNATIVE,CENTER 58,CENTER 58,MO,Jackson County,29095,City,High,Alternative,1,True,False,False,0.0,,,6.0,22.0,6.0,3.6666666666666665,1.0,,4.0,,4.0,,1.0,,2.0,2.0,2.0,1.0,1.0,,0.0,,,,,,0.0,,,,,,4.0,26.0,4.0,6.5,1.0,,0.0,,,,,,0.0,,,,,
2015-2016,2015-16,291032000334,2910320,SHERWOOD ELEM.,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,29037,Rural,Primary,Regular School,1,True,False,False,368.0,29.0,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291032000335,2910320,SHERWOOD HIGH,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,260.0,20.38,12.76,3.0,58.0,3.0,19.333333333333332,1.0,6.573333333333332,3.0,,3.0,,1.0,,2.0,31.0,2.0,15.5,1.0,2.74,2.0,28.0,2.0,14.0,1.0,1.2400000000000002,1.0,4.0,1.0,4.0,1.0,-8.76,3.0,118.0,3.0,39.333333333333336,1.0,26.573333333333338,1.0,14.0,1.0,14.0,1.0,1.2400000000000002,1.0,14.0,1.0,14.0,1.0,1.2400000000000002
2015-2016,2015-16,291032001610,2910320,SHERWOOD MIDDLE,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,29037,Rural,Middle,Regular School,1,True,False,False,177.0,12.91,13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291107000378,2911070,DREXEL ELEM.,DREXEL R-IV,DREXEL R-IV,MO,Cass County,29037,Rural,Primary,Regular School,1,True,False,False,159.0,12.2,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,154.0,18.05,8.53,42.0,43.0,3.0,1.0238095238095237,0.07142857142857142,-7.506190476190476,7.0,,1.0,,0.14285714285714285,,8.0,7.0,1.0,0.875,0.125,-7.654999999999999,27.0,28.0,4.0,1.037037037037037,0.14814814814814814,-7.492962962962962,3.0,4.0,1.0,1.3333333333333333,0.3333333333333333,-7.196666666666666,2.0,22.0,2.0,11.0,1.0,2.4700000000000006,0.0,,,,,,1.0,13.0,1.0,13.0,1.0,4.470000000000001
2015-2016,2015-16,291116000384,2911160,EAST LYNNE ELEM.,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,29037,Rural,Primary,Regular School,1,True,False,False,108.0,13.85,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291165000071,2911650,EXCELSIOR SPRINGS TECH. HIGH,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,29047,Town,High,Career and Technical,1,True,False,False,188.0,28.0,6.71,3.0,106.0,3.0,35.333333333333336,1.0,28.623333333333335,1.0,,1.0,,1.0,,2.0,41.0,2.0,20.5,1.0,13.79,0.0,,,,,,0.0,,,,,,2.0,109.0,2.0,54.5,1.0,47.79,2.0,39.0,2.0,19.5,1.0,12.79,1.0,37.0,1.0,37.0,1.0,30.29
2015-2016,2015-16,291165000416,2911650,ELKHORN ELEMENTARY,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Ray County,29177,Rural,Primary,Regular School,1,True,False,False,209.0,17.94,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291165000417,2911650,LEWIS ELEMENTARY,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,480.0,40.43,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291165000418,2911650,EXCELSIOR SPRINGS MIDDLE,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,29047,Town,Middle,Regular School,1,True,False,False,598.0,38.73,15.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291165000420,2911650,EXCELSIOR SPRINGS HIGH,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,29047,Town,High,Regular School,1,True,False,False,791.0,47.9,16.51,2.0,48.0,2.0,24.0,1.0,7.489999999999998,9.0,,9.0,,1.0,,8.0,108.0,8.0,13.5,1.0,-3.0100000000000016,4.0,77.0,4.0,19.25,1.0,2.7399999999999984,1.0,12.0,1.0,12.0,1.0,-4.510000000000002,7.0,118.0,7.0,16.857142857142858,1.0,0.3471428571428561,8.0,155.0,8.0,19.375,1.0,2.8649999999999984,1.0,7.0,1.0,7.0,1.0,-9.510000000000002
2015-2016,2015-16,291165000421,2911650,WESTVIEW ELEMENTARY,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,529.0,35.9,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291229000489,2912290,BLUE HILLS ELEM.,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,409.0,27.29,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291229000490,2912290,BUCKNER ELEM.,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,29095,Town,Primary,Regular School,1,True,False,False,383.0,26.1,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291229000491,2912290,CLER-MONT ELEM.,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,398.0,27.1,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291229000493,2912290,ELM GROVE ELEM.,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,385.0,27.21,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,2015-16,291229000494,2912290,OSAGE TRAIL MIDDLE,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,29095,Rural,Middle,Regular School,1,True,False,False,756.0,51.49,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
