school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,lea_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,enrollment_k12,classroom_teacher_fte,school_ptr,classes_alg1,enrollment_alg1,certified_alg1,mean_class_size_alg1,certified_share_alg1,allocation_wedge_alg1,classes_geom,enrollment_geom,certified_geom,mean_class_size_geom,certified_share_geom,allocation_wedge_geom,classes_alg2,enrollment_alg2,certified_alg2,mean_class_size_alg2,certified_share_alg2,allocation_wedge_alg2,classes_advm,enrollment_advm,certified_advm,mean_class_size_advm,certified_share_advm,allocation_wedge_advm,classes_calc,enrollment_calc,certified_calc,mean_class_size_calc,certified_share_calc,allocation_wedge_calc,classes_bio,enrollment_bio,certified_bio,mean_class_size_bio,certified_share_bio,allocation_wedge_bio,classes_chem,enrollment_chem,certified_chem,mean_class_size_chem,certified_share_chem,allocation_wedge_chem,classes_phys,enrollment_phys,certified_phys,mean_class_size_phys,certified_share_phys,allocation_wedge_phys
2021-2022,2021-22,291548000722,2915480,TRUMAN HIGH,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,1597.0,87.65,18.22,23.0,469.0,,20.391304347826086,,2.171304347826087,16.0,344.0,,21.5,,3.280000000000001,16.0,315.0,,19.6875,,1.4675000000000011,16.0,127.0,,7.9375,,-10.282499999999999,4.0,17.0,,4.25,,-13.969999999999999,22.0,792.0,,36.0,,17.78,6.0,119.0,,19.833333333333332,,1.6133333333333333,4.0,34.0,,8.5,,-9.719999999999999
2021-2022,2021-22,291308002463,2913080,GRAIN VALLEY SOUTH MIDDLE SCHL,GRAIN VALLEY R-V,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,573.0,40.55,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,291830000222,2918300,BERNARD C. CAMPBELL MIDDLE,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,953.0,62.35,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201200001582,2012000,Leawood Elementary,Blue Valley,Blue Valley,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,568.0,35.3,16.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,291548000716,2915480,OTT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,383.0,26.9,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,292280001275,2922800,LAKEWOOD ELEMENTARY,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,192.0,16.44,11.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,292280001266,2922800,CRESTVIEW ELEMENTARY,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,445.0,41.44,10.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201200002098,2012000,Wolf Springs Elementary School,Blue Valley,Blue Valley,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,513.0,36.0,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,200795001398,2007950,Grant Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,City,Primary,Regular School,1,True,False,False,305.0,27.25,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,291645002862,2916450,DOGWOOD ELEM.,KEARNEY R-I,KEARNEY R-I,MO,Clay County,29047,Rural,Primary,Regular School,1,True,False,False,457.0,30.96,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,291640000863,2916400,PHILLIS WHEATLEY ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,358.0,26.4,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,291822000962,2918220,LAWSON HIGH,LAWSON R-XIV,LAWSON R-XIV,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,339.0,23.72,14.29,3.0,150.0,,50.0,,35.71,3.0,50.0,,16.666666666666668,,2.3766666666666687,3.0,50.0,,16.666666666666668,,2.3766666666666687,0.0,,,,,,0.0,,,,,,2.0,80.0,,40.0,,25.71,0.0,,,,,,0.0,,,,,
2021-2022,2021-22,291314000549,2913140,BUTCHER-GREENE ELEM.,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,294.0,24.9,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201185000119,2011850,Spring Hill Middle School,Spring Hill,Spring Hill,KS,Miami County,20121,Town,Middle,Regular School,1,True,False,False,465.0,36.5,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201200001400,2012000,Sunset Ridge Elementary,Blue Valley,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,364.0,30.2,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,290003103013,2900031,KIPP ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,570.0,52.4,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,200378001729,2003780,Glenwood Ridge Elementary School,Basehor-Linwood,Basehor-Linwood,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,409.0,28.7,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,290060103194,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,118.0,11.6,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201236001859,2012360,Turner Sixth Grade Academy,Turner-Kansas City,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,300.0,19.0,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201014001624,2010140,Brougham Elem,Olathe,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,291.0,24.2,13.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201164001566,2011640,Hocker Grove Middle,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Middle,Regular School,1,True,False,False,766.0,54.3,14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201164001521,2011640,Belinder Elem,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,429.0,27.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201200000111,2012000,Stanley Elementary,Blue Valley,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,312.0,31.8,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,200795001395,2007950,Emerson Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,City,Primary,Regular School,1,True,False,False,163.0,14.1,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201164001549,2011640,Prairie Elem,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,428.0,29.4,14.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,291434000659,2914340,MILLENNIUM AT SANTE FE,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,293.0,24.96,11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,292280003335,2922800,RISING HILL ELEMENTARY,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,Rural,Primary,Regular School,1,True,False,False,332.0,28.21,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201200001700,2012000,Lakewood Middle,Blue Valley,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,589.0,40.6,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201014000145,2010140,Black Bob Elem,Olathe,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,307.0,24.7,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201200000892,2012000,Heartland Elementary,Blue Valley,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,381.0,29.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,201014001602,2010140,Olathe South Sr High,Olathe,Olathe,KS,Johnson County,20091,Suburb,High,Regular School,1,True,False,False,1944.0,130.0,14.95,32.0,444.0,,13.875,,-1.0749999999999993,27.0,434.0,,16.074074074074073,,1.1240740740740733,27.0,266.0,,9.851851851851851,,-5.098148148148148,22.0,417.0,,18.954545454545453,,4.004545454545454,4.0,78.0,,19.5,,4.550000000000001,40.0,690.0,,17.25,,2.3000000000000007,32.0,295.0,,9.21875,,-5.731249999999999,6.0,117.0,,19.5,,4.550000000000001
2021-2022,2021-22,290003103395,2900031,KIPP KC LEGACY HIGH SCHOOL,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,29095,City,High,Regular School,7,False,True,False,,,,4.0,105.0,,26.25,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,102.0,,25.5,,
2021-2022,2021-22,291854003253,2918540,EPIC ELEMENTARY,LIBERTY 53,LIBERTY 53,MO,Clay County,29047,Suburb,Primary,Regular School,1,True,False,False,292.0,19.23,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,2021-22,291434003370,2914340,BURKE ACADEMY,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Other,Alternative,1,True,False,False,0.0,4.75,,1.0,16.0,,16.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,22.0,,22.0,,,1.0,3.0,,3.0,,,0.0,,,,,
2021-2022,2021-22,201026000774,2010260,Osawatomie High,Osawatomie,Osawatomie,KS,Miami County,20121,Town,High,Regular School,1,True,False,False,291.0,28.25,10.3,4.0,83.0,,20.75,,10.45,4.0,46.0,,11.5,,1.1999999999999993,4.0,48.0,,12.0,,1.6999999999999993,2.0,14.0,,7.0,,-3.3000000000000007,1.0,5.0,,5.0,,-5.300000000000001,4.0,59.0,,14.75,,4.449999999999999,3.0,29.0,,9.666666666666666,,-0.6333333333333346,1.0,9.0,,9.0,,-1.3000000000000007
