school_year,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,school_level,school_type,operational_status,is_operating,locale_code,locale_group,is_charter,is_virtual,enrollment_total,classroom_teacher_fte,school_ptr
2013-2014,292607001520,2926070,LAUREL HILLS ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,400.0,25.0,16.0
2013-2014,292607001521,2926070,NORFLEET ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,389.0,25.0,15.56
2013-2014,292607001523,2926070,RAYTOWN MIDDLE,RAYTOWN C-2,MO,Jackson,29095,Middle,Regular School,1,True,11,City,False,False,808.0,49.0,16.49
2013-2014,292607001524,2926070,SOUTH MIDDLE,RAYTOWN C-2,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,632.0,39.0,16.21
2013-2014,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,1479.0,83.0,17.82
2013-2014,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,1153.0,68.0,16.96
2013-2014,292607001528,2926070,ROBINSON ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,434.0,29.0,14.97
2013-2014,292607001530,2926070,SOUTHWOOD ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,361.0,28.0,12.89
2013-2014,292607001531,2926070,SPRING VALLEY ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,446.0,27.0,16.52
2013-2014,292607001532,2926070,WESTRIDGE ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,377.0,28.0,13.46
2013-2014,292607001973,2926070,RAYTOWN EDUCATION CTR.,RAYTOWN C-2,MO,Jackson,29095,Other,Alternative,1,True,21,Suburb,False,False,0.0,18.0,0.0
2013-2014,292607002984,2926070,NORTHWOOD SCH.,RAYTOWN C-2,MO,Jackson,29095,Other,Regular School,1,True,11,City,False,False,0.0,9.0,0.0
2013-2014,292607003085,2926070,RAYTOWN CENTRAL MIDDLE,RAYTOWN C-2,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,600.0,36.0,16.67
2013-2014,292607003125,2926070,LITTLE BLUE ELEMENTARY,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,445.0,31.0,14.35
2013-2014,292648001552,2926480,DEAR ELEM.,RICHMOND R-XVI,MO,Ray,29177,Primary,Regular School,1,True,32,Town,False,False,292.0,23.0,12.7
2013-2014,292648001554,2926480,RICHMOND HIGH,RICHMOND R-XVI,MO,Ray,29177,High,Regular School,1,True,32,Town,False,False,484.0,27.0,17.93
2013-2014,292648001878,2926480,SUNRISE ELEM.,RICHMOND R-XVI,MO,Ray,29177,Primary,Regular School,1,True,41,Rural,False,False,481.0,33.0,14.58
2013-2014,292648002444,2926480,RICHMOND MIDDLE,RICHMOND R-XVI,MO,Ray,29177,Middle,Regular School,1,True,32,Town,False,False,377.0,24.0,15.71
2013-2014,292841000070,2928410,SMITHVILLE MIDDLE,SMITHVILLE R-II,MO,Clay,29047,Middle,Regular School,1,True,21,Suburb,False,False,590.0,36.0,16.39
2013-2014,292841001753,2928410,SMITHVILLE ELEM.,SMITHVILLE R-II,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,566.0,37.0,15.3
2013-2014,292841001754,2928410,SMITHVILLE HIGH,SMITHVILLE R-II,MO,Clay,29047,High,Regular School,1,True,21,Suburb,False,False,815.0,48.0,16.98
2013-2014,292841002274,2928410,SMITHVILLE UPPER ELEM.,SMITHVILLE R-II,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,553.0,31.0,17.84
2013-2014,292967002051,2929670,STRASBURG ELEM.,STRASBURG C-3,MO,Cass,29037,Primary,Regular School,1,True,42,Rural,False,False,104.0,11.0,9.45
2013-2014,293171002218,2931710,CENTRAL ELEM.,WEST PLATTE CO. R-II,MO,Platte,29165,Primary,Regular School,1,True,42,Rural,False,False,321.0,27.0,11.89
2013-2014,293171002220,2931710,WEST PLATTE HIGH,WEST PLATTE CO. R-II,MO,Platte,29165,High,Regular School,1,True,42,Rural,False,False,286.0,27.0,10.59
2013-2014,293180002223,2931800,MIDWAY ELEM.,MIDWAY R-I,MO,Cass,29037,Primary,Regular School,1,True,42,Rural,False,False,211.0,20.0,10.55
2013-2014,293180002224,2931800,MIDWAY HIGH,MIDWAY R-I,MO,Cass,29037,High,Regular School,1,True,42,Rural,False,False,238.0,19.0,12.53
