school_year,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,school_level,school_type,operational_status,is_operating,locale_code,locale_group,is_charter,is_virtual,enrollment_total,classroom_teacher_fte,school_ptr
2013-2014,290462000053,2904620,HILLCREST ELEM.,BELTON 124,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,322.0,25.0,12.88
2013-2014,290462000054,2904620,SCOTT ELEM.,BELTON 124,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,340.0,24.0,14.17
2013-2014,290462000055,2904620,BELTON HIGH,BELTON 124,MO,Cass,29037,High,Regular School,1,True,21,Suburb,False,False,1001.0,52.0,19.25
2013-2014,290462000395,2904620,BELTON-OZANAM SOUTHLAND COOP.,BELTON 124,MO,Cass,29037,Other,Special Education,1,True,21,Suburb,False,False,0.0,7.0,0.0
2013-2014,290462002517,2904620,YEOKUM MIDDLE,BELTON 124,MO,Cass,29037,Middle,Regular School,1,True,21,Suburb,False,False,723.0,41.0,17.63
2013-2014,290462002724,2904620,MILL CREEK UPPER ELEM.,BELTON 124,MO,Cass,29037,Middle,Regular School,1,True,41,Rural,False,False,786.0,42.0,18.71
2013-2014,290462002725,2904620,GRACE EARLY CHILD.  ED. CTR.,BELTON 124,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,268.0,13.0,20.62
2013-2014,290462002988,2904620,KENTUCKY TRAIL ELEM.,BELTON 124,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,551.0,32.0,17.22
2013-2014,290462003025,2904620,BELTON HIGH - FRESHMAN CTR.,BELTON 124,MO,Cass,29037,Other,Regular School,1,True,41,Rural,False,False,359.0,20.0,17.95
2013-2014,290531000078,2905310,CORDILL-MASON ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,713.0,42.0,16.98
2013-2014,290531000080,2905310,FRANKLIN SMITH ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,493.0,33.0,14.94
2013-2014,290531000082,2905310,JAMES LEWIS ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,474.0,33.0,14.36
2013-2014,290531000083,2905310,JAMES WALKER ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,526.0,30.0,17.53
2013-2014,290531000084,2905310,JOHN NOWLIN ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,454.0,31.0,14.65
2013-2014,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,2409.0,104.0,23.16
2013-2014,290531000086,2905310,THOMAS J. ULTICAN ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,499.0,33.0,15.12
2013-2014,290531000087,2905310,WILLIAM YATES ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,402.0,27.0,14.89
2013-2014,290531000170,2905310,BLUE SPRINGS SOUTH HIGH,BLUE SPRINGS R-IV,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,2124.0,91.0,23.34
2013-2014,290531000200,2905310,VALLEY VIEW HIGH,BLUE SPRINGS R-IV,MO,Jackson,29095,High,Alternative,1,True,21,Suburb,False,False,0.0,17.0,0.0
2013-2014,290531000270,2905310,LIGGETT TRAIL EDUCATION CENTER,BLUE SPRINGS R-IV,MO,Jackson,29095,Other,Regular School,1,True,41,Rural,False,False,0.0,22.0,0.0
2013-2014,290531000943,2905310,BRITTANY HILL MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,871.0,48.0,18.15
2013-2014,290531001706,2905310,MORELAND RIDGE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,953.0,51.0,18.69
2013-2014,290531002367,2905310,DANIEL YOUNG ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,328.0,24.0,13.67
2013-2014,290531002488,2905310,WILLIAM BRYANT ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,397.0,23.0,17.26
2013-2014,290531002549,2905310,LUCY FRANKLIN ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,608.0,34.0,17.88
2013-2014,290531002682,2905310,CHAPEL LAKES ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,514.0,30.0,17.13
2013-2014,290531002735,2905310,FRESHMAN CTR. - G. BAKER BLDG.,BLUE SPRINGS R-IV,MO,Jackson,29095,Other,Regular School,1,True,21,Suburb,False,False,0.0,56.0,0.0
2013-2014,290531002736,2905310,DELTA WOODS MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,730.0,46.0,15.87
2013-2014,290531002737,2905310,SUNNY POINTE ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,532.0,33.0,16.12
2013-2014,290531002835,2905310,SUNNY VALE MIDDLE,BLUE SPRINGS R-IV,MO,Jackson,29095,Middle,Regular School,1,True,41,Rural,False,False,758.0,41.0,18.49
2013-2014,290531002836,2905310,VOY SPEARS JR. ELEM.,BLUE SPRINGS R-IV,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,597.0,35.0,17.06
2013-2014,290825000223,2908250,BOONE ELEM.,CENTER 58,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,271.0,28.0,9.68
2013-2014,290825000224,2908250,CENTER ELEM.,CENTER 58,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,340.0,25.0,13.6
2013-2014,290825000225,2908250,CENTER SR. HIGH,CENTER 58,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,689.0,61.0,11.3
2013-2014,290825000226,2908250,INDIAN CREEK ELEM.,CENTER 58,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,295.0,22.0,13.41
2013-2014,290825000228,2908250,RED BRIDGE ELEM.,CENTER 58,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,237.0,21.0,11.29
2013-2014,290825000230,2908250,CENTER MIDDLE,CENTER 58,MO,Jackson,29095,Middle,Regular School,1,True,11,City,False,False,520.0,49.0,10.61
2013-2014,290825002755,2908250,EARLY CHILDHOOD EDUC. CTR.,CENTER 58,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,213.0,9.0,23.67
2013-2014,290825002810,2908250,CENTER ALTERNATIVE,CENTER 58,MO,Jackson,29095,High,Alternative,1,True,11,City,False,False,0.0,,
2013-2014,291032000334,2910320,SHERWOOD ELEM.,SHERWOOD CASS R-VIII,MO,Cass,29037,Primary,Regular School,1,True,42,Rural,False,False,408.0,29.0,14.07
2013-2014,291032000335,2910320,SHERWOOD HIGH,SHERWOOD CASS R-VIII,MO,Cass,29037,High,Regular School,1,True,42,Rural,False,False,284.0,22.0,12.91
2013-2014,291032001610,2910320,SHERWOOD MIDDLE,SHERWOOD CASS R-VIII,MO,Cass,29037,Middle,Regular School,1,True,42,Rural,False,False,173.0,13.0,13.31
2013-2014,291107000378,2911070,DREXEL ELEM.,DREXEL R-IV,MO,Cass,29037,Primary,Regular School,1,True,42,Rural,False,False,168.0,11.0,15.27
2013-2014,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass,29037,High,Regular School,1,True,42,Rural,False,False,154.0,16.0,9.62
2013-2014,291116000384,2911160,EAST LYNNE ELEM.,EAST LYNNE 40,MO,Cass,29037,Primary,Regular School,1,True,42,Rural,False,False,140.0,16.0,8.75
2013-2014,291165000071,2911650,EXCELSIOR SPRINGS TECH. HIGH,EXCELSIOR SPRINGS 40,MO,Clay,29047,High,Career and Technical,1,True,31,Town,False,False,124.0,26.0,4.77
2013-2014,291165000414,2911650,EXCELSIOR SPRINGS CAREER CTR.,EXCELSIOR SPRINGS 40,MO,Clay,29047,High,Career and Technical,1,True,31,Town,False,False,0.0,9.0,0.0
2013-2014,291165000416,2911650,ELKHORN ELEMENTARY,EXCELSIOR SPRINGS 40,MO,Ray,29177,Primary,Regular School,1,True,42,Rural,False,False,218.0,15.0,14.53
2013-2014,291165000417,2911650,LEWIS ELEMENTARY,EXCELSIOR SPRINGS 40,MO,Clay,29047,Primary,Regular School,1,True,31,Town,False,False,593.0,40.0,14.82
2013-2014,291165000418,2911650,EXCELSIOR SPRINGS MIDDLE,EXCELSIOR SPRINGS 40,MO,Clay,29047,Middle,Regular School,1,True,31,Town,False,False,638.0,38.0,16.79
2013-2014,291165000420,2911650,EXCELSIOR SPRINGS HIGH,EXCELSIOR SPRINGS 40,MO,Clay,29047,High,Regular School,1,True,31,Town,False,False,806.0,49.0,16.45
2013-2014,291165000421,2911650,WESTVIEW ELEMENTARY,EXCELSIOR SPRINGS 40,MO,Clay,29047,Primary,Regular School,1,True,31,Town,False,False,525.0,36.0,14.58
2013-2014,291229000488,2912290,CAR.  TECH. CTR. AT FT. OSAGE,FORT OSAGE R-I,MO,Jackson,29095,High,Career and Technical,1,True,41,Rural,False,False,0.0,14.0,0.0
2013-2014,291229000489,2912290,BLUE HILLS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,379.0,26.0,14.58
2013-2014,291229000490,2912290,BUCKNER ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Primary,Regular School,1,True,31,Town,False,False,382.0,26.0,14.69
2013-2014,291229000491,2912290,CLER-MONT ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,409.0,27.0,15.15
2013-2014,291229000493,2912290,ELM GROVE ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,348.0,26.0,13.38
2013-2014,291229000494,2912290,OSAGE TRAIL MIDDLE,FORT OSAGE R-I,MO,Jackson,29095,Middle,Regular School,1,True,41,Rural,False,False,775.0,51.0,15.2
2013-2014,291229000496,2912290,FORT OSAGE HIGH,FORT OSAGE R-I,MO,Jackson,29095,High,Regular School,1,True,41,Rural,False,False,1493.0,78.0,19.14
2013-2014,291229002284,2912290,FIRE PRAIRIE MIDDLE,FORT OSAGE R-I,MO,Jackson,29095,Middle,Regular School,1,True,41,Rural,False,False,764.0,45.0,16.98
2013-2014,291229002310,2912290,EARLY CHILDHOOD CTR.,FORT OSAGE R-I,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,0.0,8.0,0.0
2013-2014,291229002592,2912290,MCCUNE SCHOOL FOR BOYS,FORT OSAGE R-I,MO,Jackson,29095,High,Alternative,1,True,41,Rural,False,False,0.0,,
2013-2014,291229002995,2912290,LEWIS AND CLARK LEARNING CTR.,FORT OSAGE R-I,MO,Jackson,29095,Other,Alternative,1,True,41,Rural,False,False,0.0,8.0,0.0
2013-2014,291229003103,2912290,INDIAN TRAILS ELEM.,FORT OSAGE R-I,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,356.0,25.0,14.24
2013-2014,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,1021.0,63.0,16.21
2013-2014,291308000547,2913080,MATTHEWS ELEM.,GRAIN VALLEY R-V,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,471.0,30.0,15.7
2013-2014,291308001965,2913080,SNI-A-BAR ELEM.,GRAIN VALLEY R-V,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,503.0,33.0,15.24
2013-2014,291308002463,2913080,GRAIN VALLEY MIDDLE,GRAIN VALLEY R-V,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,617.0,45.0,13.71
2013-2014,291308002866,2913080,PRAIRIE BRANCH ELEM.,GRAIN VALLEY R-V,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,513.0,33.0,15.55
2013-2014,291308002976,2913080,STONY POINT ELEM.,GRAIN VALLEY R-V,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,458.0,31.0,14.77
2013-2014,291308003161,2913080,GRAIN VALLEY NORTH MIDDLE SCHL,GRAIN VALLEY R-V,MO,Jackson,29095,Middle,Regular School,1,True,41,Rural,False,False,283.0,23.0,12.3
2013-2014,291308003169,2913080,GRAIN VALLEY EARLY CHILDHD CTR,GRAIN VALLEY R-V,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,86.0,7.0,12.29
2013-2014,291314000548,2913140,BELVIDERE ELEM.,GRANDVIEW C-4,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,344.0,26.0,13.23
2013-2014,291314000549,2913140,BUTCHER-GREENE ELEM.,GRANDVIEW C-4,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,371.0,29.0,12.79
2013-2014,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,364.0,26.0,14.0
2013-2014,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,593.0,40.0,14.82
2013-2014,291314000552,2913140,HIGH GROVE ELEM.,GRANDVIEW C-4,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,71.0,4.0,17.75
2013-2014,291314000554,2913140,MARTIN CITY ELEM.,GRANDVIEW C-4,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,771.0,51.0,15.12
2013-2014,291314000555,2913140,MEADOWMERE ELEM.,GRANDVIEW C-4,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,440.0,31.0,14.19
2013-2014,291314000556,2913140,GRANDVIEW SR. HIGH,GRANDVIEW C-4,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,1154.0,64.0,18.03
2013-2014,291314000948,2913140,GRANDVIEW ALTERNATIVE SCH.,GRANDVIEW C-4,MO,Jackson,29095,Other,Alternative,1,True,21,Suburb,False,False,0.0,10.0,0.0
2013-2014,291368000596,2913680,HARDIN-CENTRAL ELEM.,HARDIN-CENTRAL C-2,MO,Ray,29177,Primary,Regular School,1,True,42,Rural,False,False,138.0,12.0,11.5
2013-2014,291368000597,2913680,HARDIN-CENTRAL HIGH,HARDIN-CENTRAL C-2,MO,Ray,29177,High,Regular School,1,True,42,Rural,False,False,113.0,11.0,10.27
2013-2014,291376000091,2913760,EARLY CHILDHOOD CTR.,HARRISONVILLE R-IX,MO,Cass,29037,Primary,Regular School,1,True,31,Town,False,False,300.0,14.0,21.43
2013-2014,291376000600,2913760,CASS CAREER CTR.,HARRISONVILLE R-IX,MO,Cass,29037,High,Career and Technical,1,True,31,Town,False,False,0.0,13.0,0.0
2013-2014,291376000602,2913760,HARRISONVILLE ELEM.,HARRISONVILLE R-IX,MO,Cass,29037,Primary,Regular School,1,True,31,Town,False,False,542.0,36.0,15.06
2013-2014,291376000604,2913760,MCEOWEN ELEM.,HARRISONVILLE R-IX,MO,Cass,29037,Middle,Regular School,1,True,31,Town,False,False,364.0,26.0,14.0
2013-2014,291376000605,2913760,HARRISONVILLE HIGH,HARRISONVILLE R-IX,MO,Cass,29037,High,Regular School,1,True,31,Town,False,False,924.0,53.0,17.43
2013-2014,291376002594,2913760,EVERETT WADE JUVENILE CTR.,HARRISONVILLE R-IX,MO,Cass,29037,Other,Alternative,1,True,31,Town,False,False,2.0,1.0,2.0
2013-2014,291376002659,2913760,HARRISONVILLE MIDDLE,HARRISONVILLE R-IX,MO,Cass,29037,Middle,Regular School,1,True,31,Town,False,False,581.0,44.0,13.2
2013-2014,291434000651,2914340,BURKE ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,346.0,26.0,13.31
2013-2014,291434000652,2914340,DOBBS ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,482.0,34.0,14.18
2013-2014,291434000655,2914340,INGELS ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,431.0,29.0,14.86
2013-2014,291434000659,2914340,SANTA FE ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,462.0,37.0,12.49
2013-2014,291434000661,2914340,SPOFFORD TREATMENT CENTER,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,0.0,,
2013-2014,291434000662,2914340,SYMINGTON ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,444.0,29.0,15.31
2013-2014,291434000663,2914340,TRUMAN ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,423.0,32.0,13.22
2013-2014,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,345.0,28.0,12.32
2013-2014,291434002287,2914340,CRITTENTON TREATMENT CENTER,HICKMAN MILLS C-1,MO,Jackson,29095,Other,Regular School,1,True,11,City,False,False,0.0,,
2013-2014,291434002595,2914340,JOHNSON ELEM.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,371.0,27.0,13.74
2013-2014,291434002979,2914340,EARLY CHILDHOOD CTR.,HICKMAN MILLS C-1,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,225.0,17.0,13.24
2013-2014,291434003146,2914340,HICKMAN MILLS JUNIOR HIGH,HICKMAN MILLS C-1,MO,Jackson,29095,Other,Regular School,1,True,11,City,False,False,948.0,63.0,15.05
2013-2014,291434003156,2914340,RUSKIN HIGH SCHOOL,HICKMAN MILLS C-1,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,1103.0,81.0,13.62
2013-2014,291434003162,2914340,SMITH-HALE COLLEGE PREP,HICKMAN MILLS C-1,MO,Jackson,29095,Middle,Regular School,1,True,11,City,False,False,911.0,68.0,13.4
2013-2014,291548000707,2915480,THOMAS HART BENTON ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,421.0,27.0,15.59
2013-2014,291548000708,2915480,BLACKBURN ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,490.0,27.0,18.15
2013-2014,291548000709,2915480,BRIDGER MIDDLE,INDEPENDENCE 30,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,907.0,49.0,18.51
2013-2014,291548000710,2915480,BRYANT ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,269.0,14.0,19.21
2013-2014,291548000711,2915480,GLENDALE ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,482.0,25.0,19.28
2013-2014,291548000713,2915480,JOHN W. LUFF ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,426.0,23.0,18.52
2013-2014,291548000714,2915480,MILL CREEK ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,298.0,18.0,16.56
2013-2014,291548000716,2915480,OTT ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,448.0,23.0,19.48
2013-2014,291548000718,2915480,PROCTER ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,254.0,15.0,16.93
2013-2014,291548000719,2915480,RANDALL ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,316.0,17.0,18.59
2013-2014,291548000720,2915480,SPRING BRANCH ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,257.0,20.0,12.85
2013-2014,291548000721,2915480,SYCAMORE HILLS ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,464.0,28.0,16.57
2013-2014,291548000722,2915480,TRUMAN HIGH,INDEPENDENCE 30,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,1630.0,92.0,17.72
2013-2014,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,1461.0,88.0,16.6
2013-2014,291548000725,2915480,WILLIAM SOUTHERN ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,550.0,31.0,17.74
2013-2014,291548000952,2915480,DAY TREATMENT,INDEPENDENCE 30,MO,Jackson,29095,Other,Regular School,1,True,21,Suburb,False,False,0.0,13.0,0.0
2013-2014,291548001485,2915480,HANTHORN EARLY EDUCATION,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,319.0,13.0,24.54
2013-2014,291548001707,2915480,INDEPENDENCE ACADEMY,INDEPENDENCE 30,MO,Jackson,29095,High,Alternative,1,True,21,Suburb,False,False,0.0,10.0,0.0
2013-2014,291548002339,2915480,BINGHAM MIDDLE,INDEPENDENCE 30,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,660.0,39.0,16.92
2013-2014,291548002374,2915480,SANTA FE TRAIL ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,392.0,26.0,15.08
2013-2014,291548002807,2915480,PIONEER RIDGE MIDDLE,INDEPENDENCE 30,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,825.0,44.0,18.75
2013-2014,291548003090,2915480,CLIFFORD H. NOWLIN MIDDLE,INDEPENDENCE 30,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,761.0,46.0,16.54
2013-2014,291548003091,2915480,THREE TRAILS ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,420.0,25.0,16.8
2013-2014,291548003096,2915480,VAN HORN HIGH,INDEPENDENCE 30,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,896.0,53.0,16.91
2013-2014,291548003098,2915480,SUGAR CREEK ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,183.0,10.0,18.3
2013-2014,291548003099,2915480,FAIRMOUNT ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,373.0,21.0,17.76
2013-2014,291548003107,2915480,KORTE ELEM.,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,606.0,33.0,18.36
2013-2014,291548003157,2915480,SUNSHINE CENTER,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,206.0,,
2013-2014,291548003210,2915480,ABRAHAM MALLINSON ELEMENTARY,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,312.0,17.0,18.35
2013-2014,291548003213,2915480,LITTLE BLUE ELEMENTARY,INDEPENDENCE 30,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,230.0,17.0,13.53
2013-2014,291640000557,2916400,BORDER STAR MONTESSORI,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,374.0,22.0,17.0
2013-2014,291640000800,2916400,ATTUCKS ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,341.0,27.0,12.63
2013-2014,291640000808,2916400,C. A. FRANKLIN ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,306.0,23.0,13.3
2013-2014,291640000818,2916400,SWINNEY ELEMENTARY,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,380.0,26.0,14.62
2013-2014,291640000824,2916400,GARFIELD ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,773.0,53.0,14.58
2013-2014,291640000826,2916400,GEORGE MELCHER ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,438.0,27.0,16.22
2013-2014,291640000837,2916400,JAMES ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,370.0,29.0,12.76
2013-2014,291640000838,2916400,JOHN T. HARTMAN ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,306.0,22.0,13.91
2013-2014,291640000840,2916400,CENTRAL ACADEMY OF EXCELLENCE,KANSAS CITY 33,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,724.0,49.0,14.78
2013-2014,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson,29095,Other,Regular School,1,True,11,City,False,False,896.0,47.0,19.06
2013-2014,291640000848,2916400,LONGFELLOW ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,178.0,17.0,10.47
2013-2014,291640000860,2916400,NORTHEAST HIGH,KANSAS CITY 33,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,1024.0,56.0,18.29
2013-2014,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,542.0,44.0,12.32
2013-2014,291640000863,2916400,PHILLIS WHEATLEY ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,407.0,33.0,12.33
2013-2014,291640000864,2916400,PITCHER ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,319.0,24.0,13.29
2013-2014,291640000865,2916400,CONTRACT,KANSAS CITY 33,MO,Jackson,29095,Other,Regular School,1,True,11,City,False,False,0.0,,
2013-2014,291640000879,2916400,TROOST ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,288.0,22.0,13.09
2013-2014,291640000880,2916400,EAST HIGH SCHOOL,KANSAS CITY 33,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,1059.0,79.0,13.41
2013-2014,291640000882,2916400,WENDELL PHILLIPS ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,277.0,18.0,15.39
2013-2014,291640000887,2916400,WHITTIER ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,458.0,29.0,15.79
2013-2014,291640001718,2916400,AC PREP ELEMENTARY,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,369.0,26.0,14.19
2013-2014,291640002375,2916400,ROGERS ELEMENTARY,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,764.0,49.0,15.59
2013-2014,291640002376,2916400,FOREIGN LANGUAGE ACADEMY,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,718.0,42.0,17.1
2013-2014,291640002529,2916400,GLADSTONE ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,553.0,39.0,14.18
