SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,LEA Administrative Support Staff,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Paraprofessionals/Instructional Aides,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Pre-kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,School administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Secondary School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Secondary Teachers,10.39,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Student Support Services Staff (w/o Psychology),3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Guidance Counselors,2.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,LEA Staff,10.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Other Staff,5.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,School Staff,11.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,Teachers,30.01,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CITIZENS OF THE WORLD CHARTER,01,,MO-048928,2900612,No Category Codes,58.01,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Elementary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Elementary Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Instructional Coordinators and Supervisors to the Staff,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Paraprofessionals/Instructional Aides,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Pre-kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,School administrators,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Secondary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Secondary Teachers,24.99,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Student Support Services Staff (w/o Psychology),4.16,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Guidance Counselors,1.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,LEA Staff,4.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,School Staff,8.16,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,Teachers,24.99,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KANSAS CITY GIRLS PREP ACADEMY,01,,MO-048929,2900615,No Category Codes,38.15,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,All Other Support Staff,6.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Elementary School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Elementary Teachers,15.12,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Instructional Coordinators and Supervisors to the Staff,1.68,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Kindergarten Teachers,2.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,LEA Administrative Support Staff,4.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Librarians/media specialists,0.88,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Paraprofessionals/Instructional Aides,13.47,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Pre-kindergarten Teachers,2.38,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,School administrators,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Secondary Teachers,25.42,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Student Support Services Staff (w/o Psychology),1.49,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Guidance Counselors,1.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,LEA Staff,7.18,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Other Staff,6.50,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,School Staff,18.84,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,Teachers,45.12,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ARCHIE R-V,01,,MO-019139,2903200,No Category Codes,78.64,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,All Other Support Staff,63.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Elementary School Counselors,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Elementary Teachers,133.68,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Instructional Coordinators and Supervisors to the Staff,9.45,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Kindergarten Teachers,16.47,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,LEA Administrative Support Staff,42.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,LEA Administrators,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Librarians/media specialists,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Paraprofessionals/Instructional Aides,84.41,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Pre-kindergarten Teachers,15.63,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,School administrators,17.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,School Counselors,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Secondary School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Secondary Teachers,140.25,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Student Support Services Staff (w/o Psychology),23.39,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Guidance Counselors,12.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,LEA Staff,56.45,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Other Staff,63.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,School Staff,131.80,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,Teachers,306.03,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BELTON 124,01,,MO-019152,2904620,No Category Codes,569.28,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,All Other Support Staff,864.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Elementary School Counselors,24.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Elementary Teachers,391.78,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Instructional Coordinators and Supervisors to the Staff,18.10,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Kindergarten Teachers,61.45,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,LEA Administrative Support Staff,158.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,LEA Administrators,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Librarians/media specialists,13.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Paraprofessionals/Instructional Aides,138.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Pre-kindergarten Teachers,21.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,School administrators,61.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,School Counselors,17.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,School Psychologists,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Secondary School Counselors,13.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Secondary Teachers,526.81,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Student Support Services Staff (w/o Psychology),85.39,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Guidance Counselors,54.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,LEA Staff,185.10,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Other Staff,864.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,School Staff,299.39,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,Teachers,1001.54,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BLUE SPRINGS R-IV,01,,MO-048068,2905310,No Category Codes,2404.03,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,All Other Support Staff,47.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Elementary School Counselors,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Elementary Teachers,82.61,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Instructional Coordinators and Supervisors to the Staff,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Kindergarten Teachers,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,LEA Administrative Support Staff,35.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,LEA Administrators,3.34,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Librarians/media specialists,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Paraprofessionals/Instructional Aides,52.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Pre-kindergarten Teachers,11.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,School administrators,13.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,School Counselors,3.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,School Psychologists,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Secondary School Counselors,2.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Secondary Teachers,107.19,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Student Support Services Staff (w/o Psychology),31.16,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Guidance Counselors,10.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,LEA Staff,47.34,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Other Staff,47.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,School Staff,100.16,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,Teachers,210.10,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,CENTER 58,01,,MO-048080,2908250,No Category Codes,414.60,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,All Other Support Staff,17.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Elementary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Elementary Teachers,24.07,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Instructional Coordinators and Supervisors to the Staff,2.95,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Kindergarten Teachers,3.93,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,LEA Administrative Support Staff,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Librarians/media specialists,0.86,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Paraprofessionals/Instructional Aides,18.71,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Pre-kindergarten Teachers,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,School administrators,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Secondary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Secondary Teachers,33.14,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Student Support Services Staff (w/o Psychology),4.55,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Guidance Counselors,3.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,LEA Staff,9.95,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Other Staff,17.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,School Staff,27.12,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,Teachers,62.14,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,SHERWOOD CASS R-VIII,01,,MO-019144,2910320,No Category Codes,119.21,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,All Other Support Staff,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Elementary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Elementary Teachers,11.47,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Instructional Coordinators and Supervisors to the Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Kindergarten Teachers,1.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,LEA Administrative Support Staff,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,LEA Administrators,0.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Paraprofessionals/Instructional Aides,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Pre-kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,School administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Secondary Teachers,14.93,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Student Support Services Staff (w/o Psychology),1.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Guidance Counselors,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,LEA Staff,3.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Other Staff,3.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,School Staff,9.20,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,Teachers,27.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,DREXEL R-IV,01,,MO-019150,2911070,No Category Codes,44.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,All Other Support Staff,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Elementary School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Elementary Teachers,13.36,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Instructional Coordinators and Supervisors to the Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Kindergarten Teachers,1.44,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,LEA Administrative Support Staff,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Librarians/media specialists,0.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Paraprofessionals/Instructional Aides,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Pre-kindergarten Teachers,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,School Administrative Support Staff,0.00,Category Set A,Reported
