SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Secondary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Secondary Teachers,75.71,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Student Support Services Staff (w/o Psychology),8.37,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Guidance Counselors,5.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,LEA Staff,44.25,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Other Staff,212.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,School Staff,42.25,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Teachers,146.17,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,No Category Codes,449.67,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Elementary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Elementary Teachers,11.55,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Instructional Coordinators and Supervisors to the Staff,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Kindergarten Teachers,1.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Paraprofessionals/Instructional Aides,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Pre-kindergarten Teachers,0.18,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,School administrators,1.95,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,School Counselors,0.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Secondary Teachers,14.67,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Student Support Services Staff (w/o Psychology),1.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Guidance Counselors,1.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,LEA Staff,2.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,School Staff,12.25,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,Teachers,27.60,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ORRICK R-XI,01,,MO-089087,2923220,No Category Codes,43.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,All Other Support Staff,521.46,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Elementary School Counselors,12.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Elementary Teachers,340.44,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Instructional Coordinators and Supervisors to the Staff,7.67,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Kindergarten Teachers,44.51,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,LEA Administrative Support Staff,108.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,LEA Administrators,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Librarians/media specialists,18.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Paraprofessionals/Instructional Aides,200.88,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Pre-kindergarten Teachers,19.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,School administrators,51.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,School Counselors,14.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,School Psychologists,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Secondary School Counselors,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Secondary Teachers,484.54,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Student Support Services Staff (w/o Psychology),80.24,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Guidance Counselors,34.40,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,LEA Staff,121.67,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Other Staff,521.46,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,School Staff,355.12,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,Teachers,888.99,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PARK HILL,01,,MO-083005,2923550,No Category Codes,1921.64,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,All Other Support Staff,191.08,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Elementary School Counselors,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Elementary Teachers,164.98,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Instructional Coordinators and Supervisors to the Staff,7.37,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Kindergarten Teachers,32.11,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,LEA Administrative Support Staff,18.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,LEA Administrators,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Librarians/media specialists,9.36,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Paraprofessionals/Instructional Aides,76.63,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Pre-kindergarten Teachers,17.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,School Administrative Support Staff,14.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,School administrators,24.92,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,School Counselors,6.72,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,School Psychologists,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Secondary School Counselors,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Secondary Teachers,233.19,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Student Support Services Staff (w/o Psychology),29.12,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Guidance Counselors,18.72,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,LEA Staff,30.37,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Other Staff,191.08,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,School Staff,157.03,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,Teachers,447.28,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR R-II,01,,MO-019142,2923730,No Category Codes,844.48,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,All Other Support Staff,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Elementary School Counselors,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Elementary Teachers,121.47,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Instructional Coordinators and Supervisors to the Staff,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Kindergarten Teachers,21.26,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,LEA Administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Librarians/media specialists,7.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Library/Media Support Staff,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Paraprofessionals/Instructional Aides,68.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Pre-kindergarten Teachers,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,School administrators,17.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,School Counselors,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,School Psychologists,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Secondary School Counselors,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Secondary Teachers,170.59,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Student Support Services Staff (w/o Psychology),30.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Guidance Counselors,13.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,LEA Staff,10.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Other Staff,7.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,School Staff,124.75,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,Teachers,319.32,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLATTE CO. R-III,01,,MO-083003,2925230,No Category Codes,474.07,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,All Other Support Staff,20.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Elementary School Counselors,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Elementary Teachers,69.64,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Instructional Coordinators and Supervisors to the Staff,5.04,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Kindergarten Teachers,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,LEA Administrative Support Staff,19.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,LEA Administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Librarians/media specialists,3.54,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Paraprofessionals/Instructional Aides,27.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Pre-kindergarten Teachers,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,School administrators,9.61,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,School Counselors,1.46,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Secondary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Secondary Teachers,73.71,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Student Support Services Staff (w/o Psychology),15.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Guidance Counselors,5.46,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,LEA Staff,26.04,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Other Staff,20.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,School Staff,56.20,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,Teachers,153.35,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,PLEASANT HILL R-III,01,,MO-019148,2925330,No Category Codes,261.05,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,All Other Support Staff,480.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Elementary School Counselors,10.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Elementary Teachers,237.66,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Instructional Coordinators and Supervisors to the Staff,17.95,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Kindergarten Teachers,31.29,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,LEA Administrative Support Staff,110.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,LEA Administrators,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Librarians/media specialists,9.23,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Paraprofessionals/Instructional Aides,144.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Pre-kindergarten Teachers,24.37,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,School administrators,34.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,School Counselors,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,School Psychologists,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Secondary School Counselors,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Secondary Teachers,288.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Student Support Services Staff (w/o Psychology),46.95,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Guidance Counselors,26.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,LEA Staff,134.95,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Other Staff,480.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,School Staff,237.68,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,Teachers,581.32,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,RAYTOWN C-2,01,,MO-048073,2926070,No Category Codes,1459.95,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,All Other Support Staff,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Elementary School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Elementary Teachers,43.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Instructional Coordinators and Supervisors to the Staff,4.66,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Kindergarten Teachers,12.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,LEA Administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Librarians/media specialists,0.10,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Paraprofessionals/Instructional Aides,27.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,Pre-kindergarten Teachers,6.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,School administrators,5.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RICHMOND R-XVI,01,,MO-089089,2926480,School Psychologists,0.00,Category Set A,Reported
