SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,TEACHERS,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,JAMES LEWIS ELEM.,01,,MO-048068,2905310,MO-048068-4050048068,290531000082,2900082,37.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JAMES WALKER ELEM.,01,,MO-048068,2905310,MO-048068-4090048068,290531000083,2900083,32.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JOHN NOWLIN ELEM.,01,,MO-048068,2905310,MO-048068-5000048068,290531000084,2900084,33.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS HIGH,01,,MO-048068,2905310,MO-048068-1050048068,290531000085,2900085,153.04,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,THOMAS J. ULTICAN ELEM.,01,,MO-048068,2905310,MO-048068-4020048068,290531000086,2900086,29.90,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM YATES ELEM.,01,,MO-048068,2905310,MO-048068-4060048068,290531000087,2900087,34.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS SOUTH HIGH,01,,MO-048068,2905310,MO-048068-1075048068,290531000170,2900170,126.27,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,VALLEY VIEW HIGH,01,,MO-048068,2905310,MO-048068-1020048068,290531000200,2900200,23.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIGGETT TRAIL EDUCATION CENTER,01,,MO-048068,2905310,MO-048068-4015048068,290531000270,2900270,20.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BRITTANY HILL MIDDLE,01,,MO-048068,2905310,MO-048068-3000048068,290531000943,2900943,56.95,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MORELAND RIDGE MIDDLE,01,,MO-048068,2905310,MO-048068-3060048068,290531001706,2901706,56.53,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DANIEL YOUNG ELEM.,01,,MO-048068,2905310,MO-048068-5020048068,290531002367,2902367,25.60,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM BRYANT ELEM.,01,,MO-048068,2905310,MO-048068-5030048068,290531002488,2902488,31.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LUCY FRANKLIN ELEM.,01,,MO-048068,2905310,MO-048068-4070048068,290531002549,2902549,36.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CHAPEL LAKES ELEM.,01,,MO-048068,2905310,MO-048068-5040048068,290531002682,2902682,37.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DELTA WOODS MIDDLE,01,,MO-048068,2905310,MO-048068-3080048068,290531002736,2902736,54.02,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNNY POINTE ELEM.,01,,MO-048068,2905310,MO-048068-5070048068,290531002737,2902737,38.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PAUL KINDER MIDDLE SCHOOL,01,,MO-048068,2905310,MO-048068-3090048068,290531002835,2902835,57.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,VOY SPEARS JR. ELEM.,01,,MO-048068,2905310,MO-048068-5080048068,290531002836,2902836,35.33,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BOONE ELEM.,01,,MO-048080,2908250,MO-048080-4020048080,290825000223,2900223,21.87,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CENTER ELEM.,01,,MO-048080,2908250,MO-048080-4060048080,290825000224,2900224,25.61,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CENTER SR. HIGH,01,,MO-048080,2908250,MO-048080-1050048080,290825000225,2900225,60.79,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,INDIAN CREEK ELEM.,01,,MO-048080,2908250,MO-048080-4070048080,290825000226,2900226,21.54,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RED BRIDGE ELEM.,01,,MO-048080,2908250,MO-048080-4080048080,290825000228,2900228,22.59,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CENTER MIDDLE,01,,MO-048080,2908250,MO-048080-2100048080,290825000230,2900230,46.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,YELLOW JACKET EARLY LEARNING,01,,MO-048080,2908250,MO-048080-7500048080,290825002755,2902755,11.30,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CENTER ACADEMY FOR SUCCESS,01,,MO-048080,2908250,MO-048080-1020048080,290825002810,2902810,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD ELEM.,01,,MO-019144,2910320,MO-019144-4020019144,291032000334,2900334,29.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD HIGH,01,,MO-019144,2910320,MO-019144-1050019144,291032000335,2900335,20.68,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHERWOOD MIDDLE,01,,MO-019144,2910320,MO-019144-3000019144,291032001610,2901610,12.46,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DREXEL ELEM.,01,,MO-019150,2911070,MO-019150-4020019150,291107000378,2900378,12.97,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DREXEL HIGH,01,,MO-019150,2911070,MO-019150-1050019150,291107000379,2900379,14.93,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE ELEM.,01,,MO-019147,2911160,MO-019147-4020019147,291116000384,2900384,15.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS TECH. HIGH,01,,MO-024089,2911650,MO-024089-1080024089,291165000071,2900071,5.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS CAREER CTR.,01,,MO-024089,2911650,MO-024089-1100024089,291165000414,2900414,10.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ELKHORN ELEMENTARY,01,,MO-024089,2911650,MO-024089-4020024089,291165000416,2900416,20.25,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEWIS ELEMENTARY,01,,MO-024089,2911650,MO-024089-4040024089,291165000417,2900417,27.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS MIDDLE,01,,MO-024089,2911650,MO-024089-3000024089,291165000418,2900418,41.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS HIGH,01,,MO-024089,2911650,MO-024089-1075024089,291165000420,2900420,45.62,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CORNERSTONE ELEMENTARY,01,,MO-024089,2911650,MO-024089-4080024089,291165000421,2900421,33.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS EAR CHLD CTR,01,,MO-024089,2911650,MO-024089-7500024089,291165003352,2903352,9.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CAR.  TECH. CTR. AT FT. OSAGE,01,,MO-048066,2912290,MO-048066-1100048066,291229000488,2900488,17.36,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE HILLS ELEM.,01,,MO-048066,2912290,MO-048066-4020048066,291229000489,2900489,25.48,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BUCKNER ELEM.,01,,MO-048066,2912290,MO-048066-4040048066,291229000490,2900490,27.16,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CLER-MONT ELEM.,01,,MO-048066,2912290,MO-048066-4060048066,291229000491,2900491,22.11,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ELM GROVE ELEM.,01,,MO-048066,2912290,MO-048066-4080048066,291229000493,2900493,25.06,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OSAGE TRAIL MIDDLE,01,,MO-048066,2912290,MO-048066-3000048066,291229000494,2900494,51.94,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE HIGH,01,,MO-048066,2912290,MO-048066-1050048066,291229000496,2900496,87.32,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FIRE PRAIRIE MIDDLE,01,,MO-048066,2912290,MO-048066-4110048066,291229002284,2902284,50.61,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILDHOOD CTR.,01,,MO-048066,2912290,MO-048066-7500048066,291229002310,2902310,11.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEWIS AND CLARK LEARNING CTR.,01,,MO-048066,2912290,MO-048066-1020048066,291229002995,2902995,10.10,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,INDIAN TRAILS ELEM.,01,,MO-048066,2912290,MO-048066-4130048066,291229003103,2903103,27.83,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY HIGH,01,,MO-048069,2913080,MO-048069-1050048069,291308000546,2900546,87.28,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MATTHEWS ELEM.,01,,MO-048069,2913080,MO-048069-4040048069,291308000547,2900547,37.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SNI-A-BAR ELEM.,01,,MO-048069,2913080,MO-048069-4060048069,291308001965,2901965,44.59,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY SOUTH MIDDLE SCHL,01,,MO-048069,2913080,MO-048069-3000048069,291308002463,2902463,42.45,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PRAIRIE BRANCH ELEM.,01,,MO-048069,2913080,MO-048069-4080048069,291308002866,2902866,49.14,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,STONY POINT ELEM.,01,,MO-048069,2913080,MO-048069-5000048069,291308002976,2902976,43.05,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY NORTH MIDDLE SCHL,01,,MO-048069,2913080,MO-048069-3010048069,291308003161,2903161,42.39,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY EARLY CHILDHD CTR,01,,MO-048069,2913080,MO-048069-7500048069,291308003169,2903169,10.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BELVIDERE ELEM.,01,,MO-048074,2913140,MO-048074-4020048074,291314000548,2900548,22.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BUTCHER-GREENE ELEM.,01,,MO-048074,2913140,MO-048074-4040048074,291314000549,2900549,19.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CONN-WEST ELEM.,01,,MO-048074,2913140,MO-048074-4080048074,291314000550,2900550,23.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW MIDDLE,01,,MO-048074,2913140,MO-048074-2100048074,291314000551,2900551,35.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MARTIN CITY ELEM.,01,,MO-048074,2913140,MO-048074-5020048074,291314000554,2900554,52.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MEADOWMERE ELEM.,01,,MO-048074,2913140,MO-048074-5040048074,291314000555,2900555,20.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW SR. HIGH,01,,MO-048074,2913140,MO-048074-1050048074,291314000556,2900556,68.74,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW ALTERNATIVE SCH.,01,,MO-048074,2913140,MO-048074-1020048074,291314000948,2900948,10.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HIGH GROVE Early Childhood,01,,MO-048074,2913140,MO-048074-7500048074,291314003431,2903431,9.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL ELEM.,01,,MO-089088,2913680,MO-089088-4020089088,291368000596,2900596,11.56,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL HIGH,01,,MO-089088,2913680,MO-089088-1050089088,291368000597,2900597,12.58,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILDHOOD CTR.,01,,MO-019149,2913760,MO-019149-4060019149,291376000091,2900091,14.10,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CASS CAREER CTR.,01,,MO-019149,2913760,MO-019149-1100019149,291376000600,2900600,14.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE ELEM.,01,,MO-019149,2913760,MO-019149-4020019149,291376000602,2900602,32.02,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MCEOWEN ELEM.,01,,MO-019149,2913760,MO-019149-4040019149,291376000604,2900604,19.52,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE HIGH,01,,MO-019149,2913760,MO-019149-1050019149,291376000605,2900605,43.89,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EVERETT WADE JUVENILE CTR.,01,,MO-019149,2913760,MO-019149-1015019149,291376002594,2902594,1.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE MIDDLE,01,,MO-019149,2913760,MO-019149-3000019149,291376002659,2902659,40.62,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,COMPASS ELEMENTARY,01,,MO-048072,2914340,MO-048072-4010048072,291434000651,2900651,23.88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DOBBS ELEMENTARY,01,,MO-048072,2914340,MO-048072-4015048072,291434000652,2900652,24.88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,INGELS ELEMENTARY,01,,MO-048072,2914340,MO-048072-4050048072,291434000655,2900655,25.26,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SANTA FE ELEMENTARY,01,,MO-048072,2914340,MO-048072-4045048072,291434000659,2900659,24.88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,TRUMAN ELEMENTARY,01,,MO-048072,2914340,MO-048072-4030048072,291434000663,2900663,22.46,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WARFORD ELEMENTARY,01,,MO-048072,2914340,MO-048072-4035048072,291434000664,2900664,25.94,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CRITTENTON TREATMENT CENTER,01,,MO-048072,2914340,MO-048072-1030048072,291434002287,2902287,1.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FREDA MARKLEY EARLY CHILDHOOD,01,,MO-048072,2914340,MO-048072-7500048072,291434002979,2902979,15.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RUSKIN HIGH SCHOOL,01,,MO-048072,2914340,MO-048072-1050048072,291434003156,2903156,99.44,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ERVIN ELEMENTARY SCHOOL,01,,MO-048072,2914340,MO-048072-4055048072,291434003246,2903246,27.55,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BURKE ACADEMY,01,,MO-048072,2914340,MO-048072-1025048072,291434003370,2903370,1.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS MIDDLE SCHOOL,01,,MO-048072,2914340,MO-048072-3030048072,291434003409,2903409,57.81,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,THOMAS HART BENTON ELEM.,01,,MO-048077,2915480,MO-048077-4040048077,291548000707,2900707,27.38,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLACKBURN ELEM.,01,,MO-048077,2915480,MO-048077-4060048077,291548000708,2900708,26.53,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BRIDGER MIDDLE,01,,MO-048077,2915480,MO-048077-3050048077,291548000709,2900709,47.49,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BRYANT ELEM.,01,,MO-048077,2915480,MO-048077-4080048077,291548000710,2900710,16.42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GLENDALE ELEM.,01,,MO-048077,2915480,MO-048077-5010048077,291548000711,2900711,30.38,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JOHN W. LUFF ELEM.,01,,MO-048077,2915480,MO-048077-5040048077,291548000713,2900713,24.63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MILL CREEK ELEM.,01,,MO-048077,2915480,MO-048077-5070048077,291548000714,2900714,17.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OTT ELEM.,01,,MO-048077,2915480,MO-048077-6020048077,291548000716,2900716,25.12,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PROCTER ELEM.,01,,MO-048077,2915480,MO-048077-6030048077,291548000718,2900718,16.38,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RANDALL ELEM.,01,,MO-048077,2915480,MO-048077-6040048077,291548000719,2900719,22.37,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SPRING BRANCH ELEM.,01,,MO-048077,2915480,MO-048077-6070048077,291548000720,2900720,23.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SYCAMORE HILLS ELEM.,01,,MO-048077,2915480,MO-048077-6090048077,291548000721,2900721,32.59,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,TRUMAN HIGH,01,,MO-048077,2915480,MO-048077-1050048077,291548000722,2900722,92.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM CHRISMAN HIGH,01,,MO-048077,2915480,MO-048077-1075048077,291548000724,2900724,83.47,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM SOUTHERN ELEM.,01,,MO-048077,2915480,MO-048077-6060048077,291548000725,2900725,25.93,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DAY TREATMENT,01,,MO-048077,2915480,MO-048077-6000048077,291548000952,2900952,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HANTHORN EARLY EDUCATION,01,,MO-048077,2915480,MO-048077-7500048077,291548001485,2901485,14.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,INDEPENDENCE ACADEMY,01,,MO-048077,2915480,MO-048077-1021048077,291548001707,2901707,43.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BINGHAM MIDDLE,01,,MO-048077,2915480,MO-048077-3000048077,291548002339,2902339,49.86,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SANTA FE TRAIL ELEM.,01,,MO-048077,2915480,MO-048077-6050048077,291548002374,2902374,24.87,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PIONEER RIDGE MIDDLE,01,,MO-048077,2915480,MO-048077-3070048077,291548002807,2902807,51.25,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CLIFFORD H. NOWLIN MIDDLE,01,,MO-048077,2915480,MO-048077-3060048077,291548003090,2903090,53.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,THREE TRAILS ELEM.,01,,MO-048077,2915480,MO-048077-6100048077,291548003091,2903091,23.38,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,VAN HORN HIGH,01,,MO-048077,2915480,MO-048077-1090048077,291548003096,2903096,63.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUGAR CREEK ELEM.,01,,MO-048077,2915480,MO-048077-6080048077,291548003098,2903098,9.18,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FAIRMOUNT ELEM.,01,,MO-048077,2915480,MO-048077-4100048077,291548003099,2903099,23.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KORTE ELEM.,01,,MO-048077,2915480,MO-048077-5100048077,291548003107,2903107,30.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNSHINE CENTER,01,,MO-048077,2915480,MO-048077-7510048077,291548003157,2903157,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ABRAHAM MALLINSON ELEMENTARY,01,,MO-048077,2915480,MO-048077-6130048077,291548003210,2903210,19.74,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LITTLE BLUE ELEMENTARY,01,,MO-048077,2915480,MO-048077-6120048077,291548003213,2903213,24.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CASSELL PARK ELEMENTARY,01,,MO-048077,2915480,MO-048077-4090048077,291548003366,2903366,27.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BORDER STAR MONTESSORI,01,,MO-048078,2916400,MO-048078-5780048078,291640000557,2900557,17.13,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FAXON ELEMENTARY,01,,MO-048078,2916400,MO-048078-4450048078,291640000808,2900808,28.12,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CARVER DUAL LANGUAGE SCHOOL,01,,MO-048078,2916400,MO-048078-5500048078,291640000818,2900818,33.25,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GARFIELD ELEMENTARY,01,,MO-048078,2916400,MO-048078-4460048078,291640000824,2900824,41.62,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GEORGE MELCHER ELEMENTARY,01,,MO-048078,2916400,MO-048078-5020048078,291640000826,2900826,24.12,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JAMES ELEMENTARY,01,,MO-048078,2916400,MO-048078-4700048078,291640000837,2900837,22.45,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JOHN T. HARTMAN ELEMENTARY,01,,MO-048078,2916400,MO-048078-4580048078,291640000838,2900838,22.62,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CENTRAL HIGH SCHOOL,01,,MO-048078,2916400,MO-048078-1200048078,291640000840,2900840,35.58,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LINCOLN COLLEGE PREP.,01,,MO-048078,2916400,MO-048078-1220048078,291640000844,2900844,49.90,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTHEAST HIGH,01,,MO-048078,2916400,MO-048078-1340048078,291640000860,2900860,49.47,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PASEO ACAD. OF PERFORMING ARTS,01,,MO-048078,2916400,MO-048078-1400048078,291640000862,2900862,58.29,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PHILLIS WHEATLEY ELEMENTARY,01,,MO-048078,2916400,MO-048078-5660048078,291640000863,2900863,33.69,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PITCHER ELEMENTARY,01,,MO-048078,2916400,MO-048078-5240048078,291640000864,2900864,21.96,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CONTRACT,01,,MO-048078,2916400,MO-048078-6030048078,291640000865,2900865,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EAST HIGH SCHOOL,01,,MO-048078,2916400,MO-048078-1580048078,291640000880,2900880,73.42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WENDELL PHILLIPS ELEMENTARY,01,,MO-048078,2916400,MO-048078-5200048078,291640000882,2900882,22.62,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WHITTIER ELEMENTARY,01,,MO-048078,2916400,MO-048078-5700048078,291640000887,2900887,48.13,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,AC PREP ELEMENTARY,01,,MO-048078,2916400,MO-048078-5670048078,291640001718,2901718,29.14,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ROGERS ELEMENTARY,01,,MO-048078,2916400,MO-048078-4330048078,291640002375,2902375,43.52,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FOREIGN LANGUAGE ACADEMY,01,,MO-048078,2916400,MO-048078-4350048078,291640002376,2902376,45.61,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GLADSTONE ELEMENTARY,01,,MO-048078,2916400,MO-048078-4500048078,291640002529,2902529,33.63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PRIMITIVO GARCIA ELEMENTARY,01,,MO-048078,2916400,MO-048078-5630048078,291640002530,2902530,32.63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,B. BANNEKER ELEMENTARY,01,,MO-048078,2916400,MO-048078-5440048078,291640002602,2902602,32.62,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,TRAILWOODS ELEMENTARY,01,,MO-048078,2916400,MO-048078-4310048078,291640002603,2902603,29.13,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HOLLIDAY MONTESSORI,01,,MO-048078,2916400,MO-048078-5450048078,291640002606,2902606,24.13,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MANUAL CAREER  TECH. CTR.,01,,MO-048078,2916400,MO-048078-1100048078,291640002608,2902608,11.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,M. L. KING  ELEMENTARY,01,,MO-048078,2916400,MO-048078-4750048078,291640003082,2903082,51.13,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTHEAST HIGH SCHOOL,01,,MO-048078,2916400,MO-048078-1670048078,291640003097,2903097,32.42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUCCESS ACADEMY,01,,MO-048078,2916400,MO-048078-1025048078,291640003220,2903220,38.99,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CENTRAL MIDDLE SCHOOL,01,,MO-048078,2916400,MO-048078-3090048078,291640003251,2903251,29.33,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HALE COOK ELEMENTARY,01,,MO-048078,2916400,MO-048078-4270048078,291640003257,2903257,25.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTHEAST MIDDLE SCHOOL,01,,MO-048078,2916400,MO-048078-3100048078,291640003258,2903258,47.47,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LINCOLN COLLEGE ACADEMY MIDDLE,01,,MO-048078,2916400,MO-048078-3050048078,291640003322,2903322,29.90,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KEARNEY ELEM.,01,,MO-024086,2916450,MO-024086-4040024086,291645000891,2900891,19.47,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KEARNEY HIGH,01,,MO-024086,2916450,MO-024086-1050024086,291645000894,2900894,57.20,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTHVIEW ELEM.,01,,MO-024086,2916450,MO-024086-4080024086,291645001434,2901434,32.12,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KEARNEY JR. HIGH,01,,MO-024086,2916450,MO-024086-2050024086,291645002531,2902531,38.45,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HAWTHORNE ELEM.,01,,MO-024086,2916450,MO-024086-4060024086,291645002532,2902532,20.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DOGWOOD ELEM.,01,,MO-024086,2916450,MO-024086-5020024086,291645002862,2902862,32.34,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KEARNEY MIDDLE,01,,MO-024086,2916450,MO-024086-3000024086,291645002872,2902872,39.70,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KEARNEY EARLY EDUCATION CENTER,01,,MO-024086,2916450,MO-024086-7500024086,291645003329,2903329,7.27,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LENS,01,,MO-024086,2916450,MO-024086-5040024086,291645003353,2903353,4.45,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LAWSON MIDDLE,01,,MO-089080,2918220,MO-089080-3000089080,291822000961,2900961,24.25,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LAWSON HIGH,01,,MO-089080,2918220,MO-089080-1050089080,291822000962,2900962,25.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTHWEST ELEM.,01,,MO-089080,2918220,MO-089080-4040089080,291822000964,2900964,32.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BERNARD C. CAMPBELL MIDDLE,01,,MO-048071,2918300,MO-048071-3000048071,291830000222,2900222,73.55,Education Unit Total,Reported
